Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
allen texas,0,74,5,18100,58,0.55,0.01,369000000,informational,,https://www.zillow.com/allen-tx/,https://www.realtor.com/realestateandhomes-search/Allen_TX
allie nicole,0,0,58,18100,30,0.00,0,25200000,informational,,,https://www.realtor.com/realestateandhomes-detail/2520-Allie-Nicole-Cir_Virginia-Beach_VA_23456_M50850-00469
alora plus,0,87,59,18100,44,0.00,0,2950000,"informational, transactional",,https://www.zillow.com/homedetails/59-NE-Alora-Dr-Hermiston-OR-97838/84561712_zpid/,https://www.realtor.com/realestateandhomes-detail/18126-Alora-Springs-Trce_Cypress_TX_77433_M80629-63048
alpine cinema,0,0,71,18100,52,1.38,0,6690000,navigational,,,https://www.realtor.com/realestateandhomes-detail/611-W-Willow-Way_Alpine_UT_84004_M14760-44752
altavista,0,86,69,18100,81,1.91,0.04,12600000,"informational, navigational",,https://www.zillow.com/altavista-va/,https://www.realtor.com/realestateandhomes-search/Altavista_VA/type-land
amapola,0,0,81,18100,52,0.00,0.49,14700000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/130-Amapola-Ave_Pacifica_CA_94044_M16655-74814
amarillo craigslist,0,0,91,18100,40,1.04,0.01,99,navigational,,,https://www.realtor.com/realestateandhomes-search/Windmill-Acres_Amarillo_TX
amber cove,0,83,62,18100,52,0.77,0.02,7480000,"commercial, informational",,https://www.zillow.com/homedetails/5545-Amber-Cove-Way-Flowery-Branch-GA-30542/83380312_zpid/,https://www.realtor.com/realestateandhomes-detail/5444-Amber-Cove-Way_Flowery-Branch_GA_30542_M51971-38369
american financing,0,12,0,18100,84,3.13,0.16,438000000,navigational,,https://www.zillow.com/lender-profile/AmericanFinancing/,
americana at brand,0,64,0,18100,71,2.53,0.01,32900000,navigational,,https://www.zillow.com/b/the-americana-at-brand-luxury-apartments-glendale-ca-5Xjx3v/,
amy fischer,0,32,21,18100,45,0.00,0,22800000,"informational, transactional",,https://www.zillow.com/profile/Amy%20Fischer%20PRL,https://www.realtor.com/realestateagents/5fd264e52de3a1001188ede4
anabelle,0,0,51,18100,54,0.71,0.04,15300000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/1045-Anabelle-St_Santa-Maria_CA_93458_M19645-59439
anderson farms,0,0,41,18100,50,1.04,0,33600000,navigational,,,https://www.realtor.com/realestateandhomes-search/Anderson-Farms_Phoenix_AZ/overview
andora,0,80,31,18100,46,2.90,0.01,13500000,"informational, transactional",,https://www.zillow.com/homedetails/17572-W-Andora-St-Surprise-AZ-85388/71631139_zpid/,https://www.realtor.com/realestateandhomes-detail/3032-Andora-Dr_Superior-Township_MI_48198_M37547-84649
angela jones,0,0,39,18100,55,0.40,0.01,149000000,informational,,,https://www.realtor.com/realestateagents/585b149007295f0001872080
angeles national forest,0,33,0,18100,64,0.59,0.05,213000000,navigational,,https://www.zillow.com/los-angeles-ca/angeles-national-forest_att/,
anna hopkins,0,0,42,18100,55,0.00,0,38900000,informational,,,https://www.realtor.com/realestateagents/59fd06e72a6a260012509f3c
anna strout,0,47,0,18100,23,0.00,0,463000,"commercial, informational",,https://www.zillow.com/profile/dstrout6,
annapolis md,0,11,37,18100,72,0.75,0.02,48600000,"informational, transactional",,https://www.zillow.com/annapolis-md/,https://www.realtor.com/realestateandhomes-search/Annapolis_MD
anniston alabama,0,62,73,18100,61,0.44,0,6190000,informational,,https://www.zillow.com/anniston-al/,https://www.realtor.com/realestateandhomes-search/Anniston_AL
anniston star,0,0,46,18100,57,1.09,0,93,"informational, navigational",,,https://www.realtor.com/realestateandhomes-detail/15-Carriage-Rd_Anniston_AL_36206_M77717-41692
annual vs perennial,0,0,95,18100,61,0.05,0.01,0,informational,,,https://www.realtor.com/advice/home-improvement/annuals-and-perennials-difference/
antioch ca,0,20,37,18100,57,0.41,0.01,19600000,"informational, navigational",,https://www.zillow.com/antioch-ca/,https://www.realtor.com/realestateandhomes-search/Antioch_CA
anza borrego,0,77,0,18100,62,1.47,0.02,3560000,commercial,,https://www.zillow.com/borrego-springs-ca/anza-borrego-desert_att/,
apalachicola,0,93,73,18100,62,0.67,0.08,3780000,informational,,https://www.zillow.com/apalachicola-fl/land/,https://www.realtor.com/realestateandhomes-search/Apalachicola_FL
aparments,0,13,6,18100,100,0.69,0.09,2010000000,navigational,,"https://www.zillow.com/homes/for_rent/condo,apartment_duplex_type/",https://www.realtor.com/rentals
apartamentos en renta cerca de mi,0,6,19,18100,61,0.40,0.16,53,informational,,"https://www.zillow.com/homes/for_rent/condo,apartment_duplex_type/",https://www.realtor.com/rentals
apartment rent,0,10,9,18100,100,0.60,0.4,91,navigational,,"https://www.zillow.com/homes/for_rent/condo,apartment_duplex_type/",https://www.realtor.com/rentals
apartments .com,0,23,34,18100,79,0.59,0.31,56,navigational,,https://www.zillow.com/,https://www.realtor.com/rentals
apartments for rent chicago,0,2,12,18100,87,0.86,0.47,33600000,informational,,https://www.zillow.com/chicago-il/apartments/,https://www.realtor.com/apartments/Chicago_IL
apartments for rent los angeles,0,2,14,18100,87,0.85,0.46,100,informational,,https://www.zillow.com/los-angeles-ca/apartments/,https://www.realtor.com/apartments/Los-Angeles_CA
apartments for rent nyc,0,4,18,18100,90,1.04,0.48,41000000,informational,,https://www.zillow.com/ny/apartments/,https://www.realtor.com/apartments/Manhattan_NY
apartments for rent san diego,0,3,10,18100,83,0.75,0.44,20300000,informational,,https://www.zillow.com/san-diego-ca/apartments/,https://www.realtor.com/apartments/San-Diego_CA
apartments rent,0,6,5,18100,100,0.60,0.4,67,navigational,,"https://www.zillow.com/homes/for_rent/condo,apartment_duplex_type/",https://www.realtor.com/rentals
apex nc,0,6,34,18100,65,0.51,0.01,50800000,"informational, navigational",,https://www.zillow.com/apex-nc/,https://www.realtor.com/realestateandhomes-search/Apex_NC
apopka fl,0,13,7,18100,68,0.51,0.01,8850000,informational,,https://www.zillow.com/apopka-fl/,https://www.realtor.com/realestateandhomes-search/Apopka_FL
appleton wisconsin,0,31,32,18100,73,0.88,0.01,25500000,informational,,https://www.zillow.com/appleton-wi/,https://www.realtor.com/realestateandhomes-search/Appleton_WI
appomattox,0,97,74,18100,69,0.43,0.01,5410000,informational,,https://www.zillow.com/appomattox-va/,https://www.realtor.com/realestateandhomes-search/Appomattox_VA
apt2b,0,0,96,18100,68,1.61,0.23,1050000,navigational,,,https://www.realtor.com/realestateandhomes-detail/51-Knox-Ter_Wayne_NJ_07470_M51242-46431
apts for rent near me,0,5,9,18100,91,0.65,0.4,59,transactional,,https://www.zillow.com/portland-me/apartments/,https://www.realtor.com/rentals
ar state,0,91,86,18100,92,24.70,0.03,4850000000,informational,,https://www.zillow.com/ar/,https://www.realtor.com/realestateandhomes-search/Arkansas
arbor place mall,0,51,0,18100,55,0.00,0,9250000,navigational,,https://www.zillow.com/douglasville-ga-30135/close-to-arbor-place-mall_att/,
arcadia bluffs,0,41,0,18100,66,2.03,0,1720000,navigational,,https://www.zillow.com/arcadia-mi/arcadia-bluffs_att/,
arcadia high school,0,0,43,18100,60,0.00,0,0,commercial,,,https://www.realtor.com/realestateandhomes-search/Arcadia_CA/schools/Arcadia-High-School-078592331
ardmore ok,0,0,85,18100,59,0.50,0.01,9110000,informational,,,https://www.realtor.com/realestateandhomes-search/Ardmore_OK
ari emanuel,0,0,69,18100,63,0.00,0,3300000,"informational, transactional",,,https://www.realtor.com/news/celebrity-real-estate/ari-emanuel-selling-brentwood-home/
armar,0,71,22,18100,42,0.00,0,237000000,informational,,https://www.zillow.com/homedetails/6327-Armar-Rd-Marysville-WA-98270/38460726_zpid/,https://www.realtor.com/realestateandhomes-detail/4200-Armar-Dr-SE_Cedar-Rapids_IA_52403_M76989-26271
army navy country club,0,0,63,18100,41,0.00,0,27600000,navigational,,,https://www.realtor.com/realestateandhomes-search/Army-Navy-Country-Club_Arlington_VA/overview
arnold split,0,0,77,18100,28,0.94,0.03,128000000,commercial,,,https://www.realtor.com/news/celebrity-real-estate/tom-arnold-selling-beverly-hills/
arq,0,89,0,18100,72,0.06,0.27,50700000,navigational,,https://www.zillow.com/b/arq-los-angeles-ca-BPgHxZ/,
arvada,0,26,0,18100,64,1.21,0,18900000,informational,,https://www.zillow.com/arvada-co/,
asheville airport,0,92,69,18100,62,0.42,0.03,92100000,navigational,,https://www.zillow.com/asheville-nc/,https://www.realtor.com/realestateandhomes-search/Asheville_NC
ashley butler,0,0,88,18100,34,0.00,0,25800000,informational,,,https://www.realtor.com/realestateagents/5d4309797ba09a0013def776
ashley jensen,0,0,56,18100,36,0.00,0,28600000,"informational, transactional",,,https://www.realtor.com/realestateagents/56d68ff1de071e010063dd39
ashley solis,0,55,27,18100,45,0.00,0,3570000,informational,,https://www.zillow.com/profile/asolis8,https://www.realtor.com/realestateagents/6197f6c4ca74fe2dc35097bf
ashton woods,0,16,38,18100,51,2.42,0.07,13600000,navigational,,https://www.zillow.com/home-builder-profile/ashton-woods-homes/6515/,https://www.realtor.com/realestateandhomes-search/Ashton-Woods_Leesburg_FL/overview
ashville nc,0,25,29,18100,99,0.41,0.11,104000000,"informational, navigational",,https://www.zillow.com/asheville-nc/,https://www.realtor.com/realestateandhomes-search/Asheville_NC
aspen co,0,30,37,18100,84,2.58,0.01,117000000,informational,,https://www.zillow.com/aspen-co/,https://www.realtor.com/realestateandhomes-search/Aspen_CO
aspen creek,0,70,49,18100,55,1.02,0.01,25800000,navigational,,https://www.zillow.com/b/aspen-creek-kirkland-wa-5XjT8r/,https://www.realtor.com/realestateandhomes-search/Aspen-Creek_Broken-Arrow_OK/overview
astoria park,0,96,61,18100,57,0.80,0,44400000,informational,,https://www.zillow.com/astoria-new-york-ny/park-area_att/,https://www.realtor.com/realestateandhomes-search/New-York_NY/park/Astoria-Park-0002002110425940590
astrodome,0,60,85,18100,60,0.68,0.01,3670000,informational,,https://www.zillow.com/astrodome-area-houston-tx/,https://www.realtor.com/realestateandhomes-search/Astrodome_Houston_TX
astrology answers,0,35,0,18100,48,1.06,0.01,99,navigational,,https://www.zillow.com/profile/AstrologyAnswers,
atascadero,0,9,81,18100,67,0.51,0.01,4940000,informational,,https://www.zillow.com/atascadero-ca/,https://www.realtor.com/realestateandhomes-search/Atascadero_CA
atascocita high school,0,30,42,18100,57,0.00,0,5190000,"informational, navigational",,https://www.zillow.com/schools/85352/atascocita-high-school/,https://www.realtor.com/local/schools/Atascocita-High-School-0768733921
atherton,0,10,6,18100,65,0.99,0,38800000,informational,,https://www.zillow.com/atherton-ca/,https://www.realtor.com/realestateandhomes-search/Atherton_CA
atlanta beltline,0,51,0,18100,69,0.77,0.01,3060000,navigational,,https://www.zillow.com/atlanta-ga/atlanta-beltline_att/,
atlantic beach nc,0,17,23,18100,54,0.60,0.11,95600000,"informational, transactional",,https://www.zillow.com/atlantic-beach-nc/,https://www.realtor.com/realestateandhomes-search/Atlantic-Beach_NC
auburn wa,0,10,77,18100,70,0.53,0.01,50400000,informational,,https://www.zillow.com/auburn-wa/,https://www.realtor.com/realestateandhomes-search/Auburn_WA
auburndale,0,31,29,18100,66,0.00,0,8540000,informational,,https://www.zillow.com/auburndale-fl/,https://www.realtor.com/realestateandhomes-search/Auburndale_FL
audrey meadows,0,0,62,18100,50,0.00,0,6570000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-search/Audrey-Meadows_Carmichael_CA/overview
aurora co,0,10,0,18100,79,0.85,0.01,395000000,informational,,https://www.zillow.com/aurora-co/,
aurora il,0,19,39,18100,74,0.29,0.01,209000000,"informational, navigational",,https://www.zillow.com/aurora-il/,https://www.realtor.com/realestateandhomes-search/Aurora_IL
austin texas zip code,0,22,0,18100,54,0.19,0,0,"informational, transactional",,https://www.zillow.com/browse/homes/tx/austin-county/,
autum falls,0,95,0,18100,49,0.00,0,179000000,informational,,https://www.zillow.com/homedetails/2882-Autumn-Falls-Ln-Lincoln-CA-95648/61247164_zpid/,
ava rose,0,64,0,18100,45,0.00,0,90,informational,,https://www.zillow.com/homedetails/7803-Ava-Rose-Dr-Baltimore-MD-21236/247631305_zpid/,
avenues mall,0,29,0,18100,59,0.00,0,400000000,navigational,,https://www.zillow.com/jacksonville-fl/avenues-mall_att/,
average mortgage rate,0,8,0,18100,100,2.09,0.31,91,informational,,https://www.zillow.com/mortgage-rates/,
babcock furniture,0,53,0,18100,68,0.53,0.91,57,navigational,,https://www.zillow.com/homedetails/791-Babcock-Lake-Rd-Petersburg-NY-12138/201914017_zpid/,
baccarat hotel,0,47,0,18100,63,1.17,0.08,5780000,navigational,,https://www.zillow.com/b/baccarat-hotel-%26-residences-new-york-ny-5XnMxj/,
baltimore county,0,89,54,18100,98,2.00,0.01,310000000,"informational, navigational",,https://www.zillow.com/baltimore-md/,https://www.realtor.com/realestateandhomes-search/Baltimore-County_MD
baltimore md weather,0,72,0,18100,76,0.71,0,77,informational,,https://www.zillow.com/baltimore-md/,
baracuda,0,0,71,18100,36,6.13,0.04,3950000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/208-Baracuda-Dr_Palacios_TX_77465_M92500-99215
barbie dreamhouse,0,0,92,18100,65,0.47,1,12300000,"informational, transactional",,,https://www.realtor.com/news/trends/life-size-barbie-dreamhouse-now-on-airbnb/
bardstown ky,0,15,62,18100,65,0.63,0.04,5320000,"informational, navigational",,https://www.zillow.com/bardstown-ky/,https://www.realtor.com/realestateandhomes-search/Bardstown_KY
baretta,0,0,46,18100,48,0.58,0.12,4270000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-detail/2405-Baretta-Dr_Mesquite_TX_75181_M78816-34402
barn house,0,90,0,18100,63,0.41,1,435000000,commercial,,https://www.zillow.com/tx/barndominium_att/,
barndominium for sale,0,3,9,18100,49,0.40,1,3910000,transactional,,https://www.zillow.com/tx/barndominium_att/,https://www.realtor.com/news/unique-homes/barndominiums-across-america-for-sale-now/
barndominium interior,0,90,43,18100,41,0.78,1,3180000,informational,,https://www.zillow.com/tx/barndominium_att/,https://www.realtor.com/advice/buy/how-much-does-it-cost-to-build-a-barndominium/
barrington high school,0,52,49,18100,62,0.00,0,22800000,commercial,,https://www.zillow.com/schools/28378/barrington-high-school/,https://www.realtor.com/realestateandhomes-search/Barrington_IL/schools/Barrington-High-School-0724293511
barron hilton,0,0,54,18100,56,0.00,0,4050000,informational,,,https://www.realtor.com/realestateagents/5f9ea5ede2ebfc001154712a
basis points,0,67,0,18100,56,0.09,0.01,1920000000,informational,,https://www.zillow.com/mortgage-learning/what-is-a-basis-point/,
bath house,0,0,22,18100,78,0.73,0,2350000000,navigational,,,https://www.realtor.com/realestateandhomes-search/Bath_ME
bay cities,0,0,82,18100,61,0.69,0.01,658000000,commercial,,,https://www.realtor.com/realestateandhomes-search/Bay-City_MI
bay city michigan,0,55,22,18100,59,0.78,0.01,822000000,informational,,https://www.zillow.com/bay-city-mi/,https://www.realtor.com/realestateandhomes-search/Bay-City_MI
bayonne,0,58,0,18100,55,0.76,0,84400000,informational,,https://www.zillow.com/bayonne-nj/,
beady,0,71,0,18100,34,0.00,0,8820000,commercial,,https://www.zillow.com/homedetails/401-E-Beady-Rd-Arlington-TX-76006/28971882_zpid/,
beaufort south carolina,0,75,33,18100,75,0.58,0.08,12500000,informational,,https://www.zillow.com/beaufort-sc/,https://www.realtor.com/realestateandhomes-search/Beaufort_SC
beaver creek colorado,0,0,83,18100,71,0.95,0.12,20100000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-search/Beaver-Creek_CO
beavers bend state park,0,46,0,18100,67,0.58,0.18,1350000,"informational, navigational",,https://www.zillow.com/broken-bow-ok/beavers-bend-state-park_att/,
beckley wv,0,46,30,18100,63,0.73,0.05,7640000,informational,,https://www.zillow.com/beckley-wv/,https://www.realtor.com/realestateandhomes-search/Beckley_WV
bed stuy,0,70,0,18100,51,0.67,0,8300000,"informational, transactional",,https://www.zillow.com/bedford-stuyvesant-new-york-ny/,
beech mountain ski resort,0,40,0,18100,57,0.69,0.04,2130000,navigational,,https://www.zillow.com/beech-mountain-nc/ski-resort_att/,
beeker street,0,31,25,18100,48,0.00,0,190000,"informational, transactional",,https://www.zillow.com/homedetails/111-Beeker-St-Millard-MO-63501/194836527_zpid/,https://www.realtor.com/realestateandhomes-detail/111-Beeker-St_Kirksville_MO_63501_M86330-02225
belfast maine,0,0,27,18100,61,0.59,0.03,8770000,informational,,,https://www.realtor.com/realestateandhomes-search/Belfast_ME
bella terra,0,87,80,18100,52,1.03,0,77600000,commercial,,https://www.zillow.com/b/the-residences-at-bella-terra-huntington-beach-ca-5Xrv5Q/,https://www.realtor.com/realestateandhomes-search/Bella-Terra_Estero_FL/overview
bella vista apartments,0,32,34,18100,49,0.93,0.05,16900000,commercial,,https://www.zillow.com/bella-vista-philadelphia-pa/apartments/,https://www.realtor.com/realestateandhomes-detail/1500-Vista-Club-Cir_Santa-Clara_CA_95054_M25895-07093
ben dover,0,26,0,18100,37,0.00,0,51500000,informational,,https://www.zillow.com/homedetails/115-Ben-Dover-Ln-Manakin-Sabot-VA-23103/79126367_zpid/,
ben higgins,0,63,0,18100,64,0.00,0,26300000,informational,,https://www.zillow.com/homedetails/451-Ben-Higgins-Rd-Dahlonega-GA-30533/105325910_zpid/,
ben joyce,0,70,0,18100,46,0.00,0,47400000,"informational, transactional",,https://www.zillow.com/homedetails/2657-Ben-Joyce-Rd-Kernersville-NC-27284/5832273_zpid/,
ben mcadoo,0,0,88,18100,41,0.00,0,95,"informational, transactional",,,https://www.realtor.com/news/celebrity-real-estate/ben-mcadoo-selling-new-jersey-mansion/
benedictine college,0,62,56,18100,83,0.00,0,5470000,navigational,,https://www.zillow.com/atchison-ks-66002/benedictine-college_att/,https://www.realtor.com/realestateandhomes-search/Atchison_KS/university/Benedictine-College-00000001104488223886
benito juárez,0,0,91,18100,63,0.00,0,32800000,"informational, transactional",,,https://www.realtor.com/international/mx/benito-juarez-mexico-city-120068715932/
bennington banner,0,45,40,18100,69,0.00,0,79,"informational, navigational",,https://www.zillow.com/bennington-vt/,https://www.realtor.com/realestateandhomes-search/Bennington_VT
bensalem,0,10,45,18100,71,0.26,0,8880000,"informational, transactional",,https://www.zillow.com/bensalem-pa/,https://www.realtor.com/realestateandhomes-search/Bensalem_PA/overview
berkshire hathaway real estate,0,0,64,18100,89,0.52,0.18,12400000,navigational,,,https://www.realtor.com/realestateagency/5673c7cd0fa417010071c64b
best mortgage lenders,0,57,84,18100,96,13.93,0.6,702000000,commercial,,https://www.zillow.com/lender-directory/ny/,https://www.realtor.com/advice/finance/best-mortgage-lender-for-you/
best mortgage rates,0,11,35,18100,99,10.43,0.61,429000000,commercial,,https://www.zillow.com/mortgage-rates/,https://www.realtor.com/mortgage/rates/
beth thomas,0,0,35,18100,50,0.00,0,108000000,informational,,,https://www.realtor.com/realestateagents/5bb55e257a934f0011ad1737
bethesda md,0,12,8,18100,63,0.61,0.01,287000000,informational,,https://www.zillow.com/bethesda-md/,https://www.realtor.com/realestateandhomes-search/Bethesda_MD
better homes and gardens real estate,0,29,37,18100,78,0.68,0.06,38700000,navigational,,https://www.zillow.com/profile/BHG%20EP%20GA,https://www.realtor.com/realestateagency/567432a3bb954c0100682cf4
bi weekly meaning,0,0,79,18100,57,0.00,0,167000000,informational,,,https://www.realtor.com/advice/finance/mortgage-plans-bimonthly-vs-biweekly/
big sur ca,0,44,42,18100,73,0.58,0,637000000,"informational, transactional",,https://www.zillow.com/big-sur-ca/,https://www.realtor.com/realestateandhomes-search/Big-Sur_CA
bigby,0,74,0,18100,51,0.34,0.01,3760000,navigational,,https://www.zillow.com/homedetails/102-S-Bigby-Dr-Columbia-TN-38401/41939685_zpid/,
biggest house in the world,0,0,89,18100,48,0.51,0.04,2040000000,informational,,,https://www.realtor.com/news/unique-homes/french-provincial-mansion-near-nola-is-louisiana-most-expensive/
bill nelson,0,0,74,18100,69,0.00,0,172000000,informational,,,https://www.realtor.com/realestateagents/56b04d1f89a68901006c1451
billings craigslist,0,27,0,18100,32,1.42,0,93,navigational,,https://www.zillow.com/billings-mt/rent-houses/,
billy sims,0,0,25,18100,63,0.76,0.01,10900000,navigational,,,https://www.realtor.com/realestateagents/56a149f67e54f701002039b9
binghamton craigslist,0,74,49,18100,32,0.28,0,1160000,navigational,,https://www.zillow.com/binghamton-ny/rentals/,https://www.realtor.com/realestateandhomes-detail/23-Starr-Ave_Binghamton_NY_13905_M30895-60001
bisbee,0,79,44,18100,60,0.44,0.01,5100000,informational,,https://www.zillow.com/bisbee-az/,https://www.realtor.com/realestateandhomes-search/Bisbee_AZ
bisbee arizona,0,19,29,18100,59,0.39,0.02,2920000,informational,,https://www.zillow.com/bisbee-az/,https://www.realtor.com/realestateandhomes-search/Bisbee_AZ
black flats,0,0,56,18100,53,1.29,1,2910000000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/22-Black-Flats-Rd_Dennis_MA_02638_M32806-00569
black island,0,0,51,18100,57,0.06,0.02,2960000000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/4278-Black-Island-Rd_Galivants-Ferry_SC_29544_M97727-82927
black oak casino,0,35,0,18100,58,2.97,0.12,7970000,navigational,,https://www.zillow.com/tuolumne-ca-95379/black-oak-casino_att/,
blairsville ga,0,9,96,18100,67,0.77,0.04,3800000,"informational, transactional",,https://www.zillow.com/blairsville-ga/,https://www.realtor.com/realestateandhomes-search/Blairsville_GA
blande,0,47,25,18100,20,0.00,0,12000000,informational,,https://www.zillow.com/homedetails/57-Blande-Dr-Kenly-NC-27542/84703124_zpid/,https://www.realtor.com/realestateandhomes-detail/117-Blande-Dr_Kenly_NC_27542_M50126-81921
bleecker street,0,43,0,18100,80,0.00,0,7010000,navigational,,https://www.zillow.com/west-village-new-york-ny/bleecker-street_att/,
bloomington mn,0,15,92,18100,77,0.41,0.01,42800000,"informational, navigational",,https://www.zillow.com/bloomington-mn/,https://www.realtor.com/realestateandhomes-search/Bloomington_MN
blu jasmine,0,75,0,18100,46,1.30,0,13000000,navigational,,https://www.zillow.com/homedetails/130-Blue-Jasmine-Ln-Summerville-SC-29483/63641646_zpid/,
blue bonnet,0,0,47,18100,66,0.52,0.65,124000000,commercial,,,https://www.realtor.com/realestateandhomes-detail/6223-Blue-Bonnet-Ln_Winston-Salem_NC_27103_M61906-79152
blue earth county jail roster,0,83,0,18100,36,0.00,0,1700000,"informational, transactional",,https://www.zillow.com/blue-earth-county-mn/,
blue gill,0,53,33,18100,59,0.85,0.1,214000000,commercial,,https://www.zillow.com/homedetails/346-Blue-Gill-Dr-Lakehills-TX-78063/84616048_zpid/,https://www.realtor.com/realestateandhomes-detail/3-Blue-Gill-Cv_Greensboro_NC_27455_M58134-82361
bluebottle,0,0,78,18100,68,0.27,0.16,16700000,navigational,,,https://www.realtor.com/realestateandhomes-detail/28702-Bluebottle_San-Antonio_TX_78260_M88661-73239
blueridge,0,0,78,18100,91,0.67,0.03,59600000,commercial,,,https://www.realtor.com/realestateandhomes-search/Blue-Ridge_GA
bluman,0,53,36,18100,50,0.82,0.42,668000,"informational, transactional",,https://www.zillow.com/homedetails/5824-Bluman-Rd-Wade-NC-28395/2065402514_zpid/,https://www.realtor.com/realestateandhomes-detail/5824-Bluman-Rd_Wade_NC_28395_M94279-55832
bob mills,0,72,24,18100,66,1.72,0.28,45300000,navigational,,https://www.zillow.com/homedetails/5839-Bob-Mills-Rd-Springdale-AR-72762/315406863_zpid/,https://www.realtor.com/realestateagents/56c91a5dbb954c01006cdfd4
bobby jones,0,0,95,18100,74,15.43,0.08,95700000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-detail/1909-Bobby-Jones-Way_Westlake_LA_70669_M83286-19418
bobby petrino,0,0,92,18100,47,0.00,0,190000,informational,,,https://www.realtor.com/news/celebrity-real-estate/bobby-petrino-selling-louisville-home/
boca chica,0,96,60,18100,70,0.72,0.01,194000000,"informational, transactional",,https://www.zillow.com/boca-chica-brownsville-tx/,https://www.realtor.com/realestateandhomes-search/Boca-Chica_Brownsville_TX
boca ratón florida,0,44,40,18100,66,0.82,0.01,93100000,informational,,https://www.zillow.com/boca-raton-fl/,https://www.realtor.com/realestateandhomes-search/Boca-Raton_FL
boerne,0,0,42,18100,71,0.60,0,11400000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-search/Boerne_TX
boerne texas,0,7,22,18100,64,0.70,0.02,7250000,"informational, navigational",,https://www.zillow.com/boerne-tx/,https://www.realtor.com/realestateandhomes-search/Boerne_TX
bolis,0,0,47,18100,44,3.74,0.53,287000000,commercial,,,https://www.realtor.com/realestateagents/56d013f4761f0a01007d471c
bonney lake,0,19,0,18100,57,0.36,0.01,6950000,informational,,https://www.zillow.com/bonney-lake-wa/,
boone north carolina,0,7,43,18100,58,0.33,0.05,30500000,informational,,https://www.zillow.com/boone-nc/,https://www.realtor.com/realestateandhomes-search/Boone_NC
boston map,0,0,48,18100,55,0.74,0.33,1360000000,informational,,,https://www.realtor.com/realestateandhomes-search/Boston_MA
boulder city,0,9,0,18100,72,1.14,0.03,251000000,informational,,https://www.zillow.com/boulder-city-nv/,
bourbon street new orleans,0,80,32,18100,77,0.67,0.3,7280000,"informational, transactional",,https://www.zillow.com/homedetails/932-Bourbon-St-New-Orleans-LA-70116/148970079_zpid/,https://www.realtor.com/realestateandhomes-search/Bourbon-Street_New-Orleans_LA
bowery,0,0,83,18100,78,1.31,0,17300000,informational,,,https://www.realtor.com/realestateandhomes-search/Bowery_Manhattan_NY
bowling green kentucky,0,8,89,18100,70,0.74,0.01,50800000,informational,,https://www.zillow.com/bowling-green-ky/,https://www.realtor.com/realestateandhomes-search/Bowling-Green_KY
boyle heights,0,0,25,18100,47,0.72,0,7370000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-search/Boyle-Heights_Los-Angeles_CA/overview
bradenton beach,0,16,10,18100,63,0.62,0.06,24600000,"informational, transactional",,https://www.zillow.com/bradenton-beach-fl/,https://www.realtor.com/realestateandhomes-search/Bradenton-Beach_FL
brainerd,0,0,72,18100,76,0.35,0.01,13200000,informational,,,https://www.realtor.com/realestateandhomes-search/Brainerd_MN
brainerd mn,0,34,29,18100,61,0.35,0.02,7100000,informational,,https://www.zillow.com/brainerd-mn/,https://www.realtor.com/realestateandhomes-search/Brainerd_MN
brampton,0,81,0,18100,78,1.39,0,97100000,"informational, transactional",,https://www.zillow.com/brampton-on/,
brandon black,0,85,23,18100,42,0.61,0,368000000,"informational, transactional",,https://www.zillow.com/profile/bblack91240,https://www.realtor.com/realestateagents/571a67e5c27c990100a991c0
brandon hammond,0,0,53,18100,46,0.00,0,7790000,informational,,,https://www.realtor.com/realestateagents/57757fa8002eaf0100480f38
brandon jackson,0,0,70,18100,56,0.81,0.01,90800000,"informational, transactional",,,https://www.realtor.com/realestateagents/60c611a7231c0e00124b31c6
brasstown bald,0,51,0,18100,66,0.35,0.02,491000,"informational, transactional",,https://www.zillow.com/hiawassee-ga/brasstown-bald_att/,
brattleboro vt,0,90,34,18100,67,0.42,0.02,3610000,informational,,https://www.zillow.com/brattleboro-vt/,https://www.realtor.com/realestateandhomes-search/Brattleboro_VT
braves stadium,0,67,0,18100,68,0.81,0.02,73200000,commercial,,https://www.zillow.com/marietta-ga/atlanta-braves-stadium_att/,
breckenridge co,0,39,28,18100,87,1.05,0.03,15400000,informational,,https://www.zillow.com/breckenridge-co/,https://www.realtor.com/realestateandhomes-search/Breckenridge_CO
brentwood ca,0,10,8,18100,72,0.52,0.01,46200000,informational,,https://www.zillow.com/brentwood-ca/,https://www.realtor.com/realestateandhomes-search/Brentwood_CA
