Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
houses for sale in nampa idaho,0,3,4,6,30,1900,66,0.79,0.38,3320000,"informational, transactional",,https://www.redfin.com/city/14562/ID/Nampa,https://www.trulia.com/ID/Nampa/,https://www.remax.com/homes-for-sale/id/nampa/city/1656260,https://www.compass.com/homes-for-sale/nampa-id/
houses for sale in new braunfels,0,4,3,6,51,1900,65,0.89,0.47,100,"informational, transactional",,https://www.redfin.com/city/13081/TX/New-Braunfels,https://www.trulia.com/TX/New_Braunfels/,https://www.remax.com/homes-for-sale/tx/new-braunfels/city/4850820,https://www.compass.com/homes-for-sale/new-braunfels-tx/
houses for sale in newark ohio,0,7,4,6,49,1900,54,0.32,0.38,4190000,"informational, transactional",,https://www.redfin.com/city/13993/OH/Newark,https://www.trulia.com/OH/Newark/,https://www.remax.com/homes-for-sale/oh/newark/city/3954040,https://www.compass.com/listing/2256-river-road-newark-oh-43055/1035456941624595921/
houses for sale in norfolk va,0,4,3,6,36,1900,65,0.90,0.44,8660000,"informational, transactional",,https://www.redfin.com/city/14757/VA/Norfolk,https://www.trulia.com/VA/Norfolk/,https://www.remax.com/homes-for-sale/va/norfolk/city/5157000,https://www.compass.com/homes-for-sale/norfolk-va/
houses for sale in north port fl,0,4,3,6,33,1900,62,0.56,0.43,17600000,"informational, transactional",,https://www.redfin.com/city/12742/FL/North-Port,https://www.trulia.com/FL/North_Port/,https://www.remax.com/homes-for-sale/fl/north-port/zip/34287,https://www.compass.com/homes-for-sale/north-port-fl/
houses for sale in ocean city md,0,4,3,7,67,1900,68,0.28,0.45,92,"informational, transactional",,https://www.redfin.com/city/15083/MD/Ocean-City,https://www.trulia.com/MD/Ocean_City/,https://www.remax.com/homes-for-sale/md/ocean-city/city/2458225,https://www.compass.com/
houses for sale in ocean city nj,0,4,3,9,21,1900,59,0.23,0.44,86,"informational, transactional",,https://www.redfin.com/city/14076/NJ/Ocean-City,https://www.trulia.com/NJ/Ocean_City/,https://www.remax.com/homes-for-sale/nj/ocean-city/zip/08226,https://www.compass.com/homes-for-sale/ocean-city-nj/
houses for sale in old bridge nj,0,4,3,7,22,1900,52,0.29,0.43,85,"informational, transactional",,https://www.redfin.com/city/24831/NJ/Old-Bridge,https://www.trulia.com/NJ/Old_Bridge/,https://www.remax.com/homes-for-sale/nj/old-bridge/city/3454690,https://www.compass.com/homes-for-sale/old-bridge-nj/
houses for sale in panama city fl,0,6,3,7,46,1900,60,0.39,0.46,99,"informational, transactional",,https://www.redfin.com/city/14153/FL/Panama-City,https://www.trulia.com/FL/Panama_City/,https://www.remax.com/homes-for-sale/fl/panama-city/zip/32404,https://www.compass.com/homes-for-sale/panama-city-beach-fl/
houses for sale in pataskala ohio,0,4,6,5,55,1900,48,0.35,0.26,97,"informational, transactional",,https://www.redfin.com/city/15731/OH/Pataskala,https://www.trulia.com/OH/Pataskala/,https://www.remax.com/homes-for-sale/oh/pataskala/city/3961112,https://www.compass.com/homes-for-sale/legacy-estates-pataskala-oh/
houses for sale in pembroke pines,0,3,4,9,20,1900,58,0.43,0.38,86,"informational, transactional",,https://www.redfin.com/city/14437/FL/Pembroke-Pines,https://www.trulia.com/FL/Pembroke_Pines/,https://www.remax.com/homes-for-sale/fl/pembroke-pines/city/1255775,https://www.compass.com/homes-for-sale/pembroke-pines-fl/
houses for sale in peoria az,0,3,4,6,47,1900,60,0.89,0.4,6070000,"informational, transactional",,https://www.redfin.com/city/14000/AZ/Peoria,https://www.trulia.com/AZ/Peoria/,https://www.remax.com/homes-for-sale/az/peoria/city/0454050,https://www.compass.com/homes-for-sale/peoria-az/
houses for sale in pittsburgh pa,0,4,3,7,13,1900,74,0.39,0.37,99,"informational, transactional",,https://www.redfin.com/city/15702/PA/Pittsburgh,https://www.trulia.com/PA/Pittsburgh/,https://www.remax.com/homes-for-sale/pa/pittsburgh/city/4261000,https://www.compass.com/homes-for-sale/pittsburgh-pa/
houses for sale in puyallup,0,1,4,6,21,1900,51,1.06,0.45,4030000,"informational, transactional",,https://www.redfin.com/city/14679/WA/Puyallup,https://www.trulia.com/WA/Puyallup/,https://www.remax.com/homes-for-sale/wa/puyallup/city/5356695,https://www.compass.com/homes-for-sale/puyallup-wa/
houses for sale in quincy il,0,6,3,13,36,1900,52,0.82,0.18,4030000,transactional,,https://www.redfin.com/city/16024/IL/Quincy,https://www.trulia.com/IL/Quincy/,https://www.remax.com/homes-for-sale/il/quincy/zip/62301,https://www.compass.com/homes-for-sale/quincy-il/beds=3-3/
houses for sale in ringgold ga,0,6,3,5,26,1900,50,0.35,0.36,3750000,"informational, transactional",,https://www.redfin.com/city/16748/GA/Ringgold,https://www.trulia.com/GA/Ringgold/,https://www.remax.com/homes-for-sale/ga/ringgold/city/1365324,https://www.compass.com/homes-for-sale/ringgold-ga/
houses for sale in riverview fl,0,4,3,6,26,1900,61,0.59,0.43,5280000,"informational, transactional",,https://www.redfin.com/city/25248/FL/Riverview,https://www.trulia.com/FL/Riverview/,https://www.remax.com/homes-for-sale/fl/riverview/city/1260950,https://www.compass.com/homes-for-sale/riverview-fl/
houses for sale in rochester ny,0,4,3,6,24,1900,74,0.34,0.31,11700000,"informational, transactional",,https://www.redfin.com/city/16162/NY/Rochester,https://www.trulia.com/NY/Rochester/,https://www.remax.com/homes-for-sale/ny/rochester/city/3663000,https://www.compass.com/homes-for-sale/rochester-ny/
houses for sale in rocky hill ct,0,12,5,8,19,1900,44,0.12,0.2,7690000,"informational, transactional",,https://www.redfin.com/minorcivildivision/1212/CT/Rocky-Hill,https://www.trulia.com/CT/Rocky_Hill/,https://www.remax.com/homes-for-sale/ct/rocky-hill/zip/06067,https://www.compass.com/homes-for-sale/rocky-hill-ct/
houses for sale in salem nh,0,4,6,7,26,1900,51,0.20,0.31,100,"informational, transactional",,https://www.redfin.com/city/35937/NH/Salem,https://www.trulia.com/NH/Salem/,https://www.remax.com/homes-for-sale/nh/salem/city/3301566660,https://www.compass.com/homes-for-sale/salem-nh/
houses for sale in salem va,0,6,3,5,19,1900,46,0.40,0.24,100,"informational, transactional",,https://www.redfin.com/city/17881/VA/Salem,https://www.trulia.com/VA/Salem/,https://www.remax.com/homes-for-sale/va/salem/city/5170000,https://www.compass.com/homes-for-sale/salem-va/
houses for sale in salisbury nc,0,5,4,8,33,1900,61,0.37,0.38,93,"informational, transactional",,https://www.redfin.com/city/15233/NC/Salisbury,https://www.trulia.com/NC/Salisbury/,https://www.remax.com/homes-for-sale/nc/salisbury/city/3758860,https://www.compass.com/homes-for-sale/salisbury-nc/start=80/
houses for sale in san diego ca,0,3,4,9,10,1900,70,0.96,0.38,25200000,"informational, transactional",,https://www.redfin.com/city/16904/CA/San-Diego,https://www.trulia.com/CA/San_Diego/,https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/homes-for-sale/san-diego-ca/
houses for sale in san francisco,0,4,3,12,6,1900,83,0.91,0.39,40300000,"informational, transactional",,https://www.redfin.com/city/17151/CA/San-Francisco,https://www.trulia.com/CA/San_Francisco/,https://www.remax.com/homes-for-sale/ca/san-francisco/city/0607592790,https://www.compass.com/homes-for-sale/san-francisco-ca/
houses for sale in sc,0,4,3,14,29,1900,68,0.60,0.35,74000000,"informational, transactional",,https://www.redfin.com/state/South-Carolina,https://www.trulia.com/SC/,https://www.remax.com/homes-for-sale/sc/mullins/city/4548805,https://www.compass.com/homes-for-sale/south-carolina/
houses for sale in sebring fl,0,11,3,4,22,1900,53,0.37,0.41,3950000,"informational, transactional",,https://www.redfin.com/city/16625/FL/Sebring,https://www.trulia.com/FL/Sebring/,https://www.remax.com/homes-for-sale/fl/sebring/city/1264875,https://www.compass.com/homes-for-sale/sebring-fl/
houses for sale in sedalia mo,0,8,3,4,38,1900,46,0.29,0.34,3910000,"informational, transactional",,https://www.redfin.com/city/17022/MO/Sedalia,https://www.trulia.com/MO/Sedalia/,https://www.remax.com/homes-for-sale/mo/sedalia/city/2966440,https://www.compass.com/homes-for-sale/sedalia-mo/
houses for sale in sedona az,0,5,3,7,27,1900,68,0.45,0.4,3140000,"informational, transactional",,https://www.redfin.com/city/16757/AZ/Sedona,https://www.trulia.com/AZ/Sedona/,https://www.remax.com/homes-for-sale/az/sedona/city/0465350,https://www.compass.com/homes-for-sale/sedona-az/
houses for sale in sevierville tn,0,5,3,8,23,1900,61,0.37,0.43,3280000,"informational, transactional",,https://www.redfin.com/city/17180/TN/Sevierville,https://www.trulia.com/TN/Sevierville/,https://www.remax.com/homes-for-sale/tn/sevierville/city/4767120,https://www.compass.com/homes-for-sale/sevierville-tn/
houses for sale in sherman tx,0,5,3,6,18,1900,46,0.48,0.35,3910000,"informational, transactional",,https://www.redfin.com/city/17282/TX/Sherman,https://www.trulia.com/TX/Sherman/,https://www.remax.com/homes-for-sale/tx/sherman/city/4867496,https://www.compass.com/homes-for-sale/sherman-tx/
houses for sale in silver spring md,0,2,4,6,8,1900,53,0.32,0.4,98,"informational, transactional",,https://www.redfin.com/city/26038/MD/Silver-Spring,https://www.trulia.com/MD/Silver_Spring/,https://www.remax.com/homes-for-sale/md/silver-spring/city/2472450,https://www.compass.com/homes-for-sale/silver-spring-md/
houses for sale in snellville ga,0,4,3,7,24,1900,56,0.31,0.4,94,"informational, transactional",,https://www.redfin.com/city/18285/GA/Snellville,https://www.trulia.com/GA/Snellville/,https://www.remax.com/homes-for-sale/ga/snellville/city/1371604,https://www.compass.com/homes-for-sale/snellville-ga/
houses for sale in south bend,0,11,3,5,50,1900,47,0.26,0.37,100,"informational, transactional",,https://www.redfin.com/city/18137/IN/South-Bend,https://www.trulia.com/IN/South_Bend/,https://www.remax.com/homes-for-sale/in/south-bend/city/1871000,https://www.compass.com/homes-for-sale/south-bend-in/
houses for sale in st george utah,0,4,3,9,90,1900,68,1.08,0.52,4960000,"informational, transactional",,https://www.redfin.com/city/16751/UT/St-George,https://www.trulia.com/UT/Saint_George/,https://www.remax.com/homes-for-sale/ut/saint-george/city/4965330,https://www.compass.com/
houses for sale in st louis,0,4,3,8,34,1900,72,0.61,0.36,25300000,"informational, transactional",,https://www.redfin.com/city/16661/MO/St-Louis,https://www.trulia.com/MO/Saint_Louis/,https://www.remax.com/homes-for-sale/mo/st-louis/city/2965000,https://www.compass.com/homes-for-sale/st-louis-mo/
houses for sale in stone mountain ga,0,5,3,8,23,1900,58,0.30,0.37,87,"informational, transactional",,https://www.redfin.com/city/18770/GA/Stone-Mountain,https://www.trulia.com/GA/Stone_Mountain/,https://www.remax.com/homes-for-sale/ga/stone-mountain/city/1373816,https://www.compass.com/homes-for-sale/stone-mountain-ga/
houses for sale in tacoma wa,0,2,4,6,14,1900,66,0.95,0.39,4480000,"informational, transactional",,https://www.redfin.com/city/17887/WA/Tacoma,https://www.trulia.com/WA/Tacoma/,https://www.remax.com/homes-for-sale/wa/tacoma/city/5370000,https://www.compass.com/homes-for-sale/tacoma-wa/
houses for sale in the woodlands tx,0,3,4,7,11,1900,64,0.80,0.38,99,"informational, transactional",,https://www.redfin.com/city/26049/TX/The-Woodlands,https://www.trulia.com/TX/The_Woodlands/,https://www.remax.com/homes-for-sale/tx/the-woodlands/city/4872656,https://www.compass.com/homes-for-sale/the-woodlands-tx/
houses for sale in tucson,0,3,4,7,35,1900,80,1.13,0.45,11800000,"informational, transactional",,https://www.redfin.com/city/19459/AZ/Tucson,https://www.trulia.com/AZ/Tucson/,https://www.remax.com/homes-for-sale/az/tucson/city/0477000,https://www.compass.com/homes-for-sale/tucson-az/
houses for sale in vacaville ca,0,3,4,6,14,1900,59,0.42,0.32,3340000,"informational, transactional",,https://www.redfin.com/city/20361/CA/Vacaville,https://www.trulia.com/CA/Vacaville/,https://www.remax.com/homes-for-sale/ca/vacaville/city/0681554,https://www.compass.com/homes-for-sale/vacaville-ca/
houses for sale in vancouver wa,0,3,4,6,23,1900,65,0.57,0.37,10100000,"informational, transactional",,https://www.redfin.com/city/18823/WA/Vancouver,https://www.trulia.com/WA/Vancouver/,https://www.remax.com/homes-for-sale/wa/vancouver/city/5374060,https://www.compass.com/homes-for-sale/vancouver-wa/
houses for sale in vt,0,6,3,14,50,1900,65,0.28,0.24,13800000,"informational, transactional",,https://www.redfin.com/state/Vermont,https://www.trulia.com/VT/,https://www.remax.com/homes-for-sale/vt/colchester/city/5000714875,https://www.compass.com/homes-for-sale/vermont/
houses for sale in washington dc,0,2,4,7,5,1900,72,0.74,0.41,41700000,"informational, transactional",,https://www.redfin.com/city/12839/DC/Washington-DC,https://www.trulia.com/DC/Washington/,https://www.remax.com/homes-for-sale/dc/washington/city/1150000,https://www.compass.com/homes-for-sale/washington-dc/
houses for sale in weatherford tx,0,4,3,7,22,1900,55,0.38,0.4,92,"informational, transactional",,https://www.redfin.com/city/19428/TX/Weatherford,https://www.trulia.com/TX/Weatherford/,https://www.remax.com/homes-for-sale/tx/weatherford/city/4876864,https://www.compass.com/homes-for-sale/weatherford-tx/
houses for sale in wethersfield ct,0,6,4,7,22,1900,48,0.13,0.22,85,"informational, transactional",,https://www.redfin.com/city/26763/CT/Wethersfield,https://www.trulia.com/CT/Wethersfield/,https://www.remax.com/homes-for-sale/ct/wethersfield/city/0984970,https://www.compass.com/homes-for-sale/wethersfield-ct/
houses for sale in wilmington ma,0,2,5,7,23,1900,50,0.17,0.25,5880000,"informational, transactional",,https://www.redfin.com/city/36184/MA/Wilmington,https://www.trulia.com/MA/Wilmington/,https://www.remax.com/homes-for-sale/ma/wilmington/city/2580195,https://www.compass.com/homes-for-sale/wilmington-ma/
houses for sale in windsor ct,0,9,4,6,21,1900,49,0.21,0.32,81,"informational, transactional",,https://www.redfin.com/minorcivildivision/1230/CT/Windsor,https://www.trulia.com/CT/Windsor/,https://www.remax.com/homes-for-sale/ct/windsor/city/0900387000,https://www.compass.com/homes-for-sale/windsor-ct/
houses for sale in woburn ma,0,3,5,7,19,1900,51,0.27,0.26,3890000,"informational, transactional",,https://www.redfin.com/city/20294/MA/Woburn,https://www.trulia.com/MA/Woburn/,https://www.remax.com/homes-for-sale/ma/woburn/city/2581035,https://www.compass.com/homes-for-sale/woburn-ma/
houses for sale in woodstock ga,0,3,4,7,30,1900,60,0.44,0.39,6680000,"informational, transactional",,https://www.redfin.com/city/20749/GA/Woodstock,https://www.trulia.com/GA/Woodstock/,https://www.remax.com/homes-for-sale/ga/woodstock/city/1384176,https://www.compass.com/homes-for-sale/woodstock-ga/
houses for sale indiana,0,4,3,9,47,1900,67,0.49,0.32,47500000,"informational, transactional",,https://www.redfin.com/city/9170/IN/Indianapolis,https://www.trulia.com/IN/,https://www.remax.com/homes-for-sale/in/indianapolis/city/1836003,https://www.compass.com/homes-for-sale/indiana/
houses for sale kansas city,0,4,3,6,25,1900,62,0.52,0.41,24600000,"informational, transactional",,https://www.redfin.com/city/35751/MO/Kansas-City,https://www.trulia.com/MO/Kansas_City/,https://www.remax.com/homes-for-sale/mo/kansas-city/city/2938000,https://www.compass.com/homes-for-sale/kansas-city-mo/
houses for sale katy tx,0,3,5,8,14,1900,59,0.68,0.45,98,"informational, transactional",,https://www.redfin.com/city/9764/TX/Katy,https://www.trulia.com/TX/Katy/,https://www.remax.com/homes-for-sale/tx/katy/city/4838476,https://www.compass.com/homes-for-sale/katy-tx/
houses for sale kingsport tn,0,10,3,5,21,1900,55,0.33,0.34,1110000,"informational, transactional",,https://www.redfin.com/city/10066/TN/Kingsport,https://www.trulia.com/TN/Kingsport/,https://www.remax.com/homes-for-sale/tn/kingsport/city/4739560,https://www.compass.com/homes-for-sale/kingsport-tn/
houses for sale lake of the ozarks,0,18,3,6,49,1900,54,0.24,0.47,800000,"informational, transactional",,https://www.redfin.com/city/10210/MO/Lake-Ozark,https://www.trulia.com/MO/Lake_Ozark/,https://www.remax.com/homes-for-sale/mo/lake-ozark/city/2940034,https://www.compass.com/homes-for-sale/lake-ozark-mo/
houses for sale lancaster pa,0,4,3,7,24,1900,63,0.32,0.36,10300000,"informational, transactional",,https://www.redfin.com/city/10496/PA/Lancaster,https://www.trulia.com/PA/Lancaster/,https://www.remax.com/homes-for-sale/pa/lancaster/city/4241216,https://www.compass.com/homes-for-sale/lancaster-county-pa/
houses for sale lewiston idaho,0,7,3,6,48,1900,56,0.28,0.3,3460000,"informational, transactional",,https://www.redfin.com/city/11881/ID/Lewiston,https://www.trulia.com/ID/Lewiston/,https://www.remax.com/homes-for-sale/id/lewiston/city/1646540,https://www.compass.com/homes-for-sale/lewiston-id-83501/
houses for sale lockport ny,0,5,3,6,20,1900,48,0.18,0.34,96,"informational, transactional",,https://www.redfin.com/city/30303/NY/Lockport,https://www.trulia.com/NY/Lockport/,https://www.remax.com/homes-for-sale/ny/lockport/city/3643082,https://www.compass.com/homes-for-sale/lockport-ny/
houses for sale macon ga,0,4,3,10,21,1900,59,0.51,0.38,96,"informational, transactional",,https://www.redfin.com/city/36061/GA/Macon-Bibb,https://www.trulia.com/GA/Macon/,https://www.remax.com/homes-for-sale/ga/macon/zip/31210,https://www.compass.com/homes-for-sale/macon-ga/start=40/
houses for sale mcallen tx,0,4,3,6,22,1900,57,0.31,0.4,100,"informational, transactional",,https://www.redfin.com/city/11570/TX/McAllen,https://www.trulia.com/TX/McAllen/,https://www.remax.com/homes-for-sale/tx/mcallen/city/4845384,https://www.compass.com/homes-for-sale/mcallen-tx/has-pool/
houses for sale mechanicsburg pa,0,8,5,6,14,1900,49,0.43,0.29,98,"informational, transactional",,https://www.redfin.com/city/12365/PA/Mechanicsburg,https://www.trulia.com/PA/Mechanicsburg/,https://www.remax.com/homes-for-sale/pa/mechanicsburg/city/4248376,https://www.compass.com/homes-for-sale/mechanicsburg-pa/
houses for sale memphis tn,0,3,4,6,24,1900,64,0.64,0.4,8200000,"informational, transactional",,https://www.redfin.com/city/12260/TN/Memphis,https://www.trulia.com/TN/Memphis/,https://www.remax.com/homes-for-sale/tn/memphis/city/4748000,https://www.compass.com/homes-for-sale/memphis-tn/
houses for sale mt pleasant sc,0,3,4,9,31,1900,55,0.92,0.38,95,"informational, transactional",,https://www.redfin.com/city/12411/SC/Mount-Pleasant,https://www.trulia.com/SC/Mount_Pleasant/,https://www.remax.com/homes-for-sale/sc/mount-pleasant/zip/29464,https://www.compass.com/homes-for-sale/mount-pleasant-sc/
houses for sale murfreesboro tn,0,3,4,6,13,1900,60,0.71,0.42,86,"informational, transactional",,https://www.redfin.com/city/13284/TN/Murfreesboro,https://www.trulia.com/TN/Murfreesboro/,https://www.remax.com/homes-for-sale/tn/murfreesboro/city/4751560,https://www.compass.com/homes-for-sale/murfreesboro-tn/
houses for sale nashville,0,3,4,9,12,1900,71,0.99,0.37,19900000,"informational, transactional",,https://www.redfin.com/city/13415/TN/Nashville,https://www.trulia.com/TN/Nashville/,https://www.remax.com/homes-for-sale/tn/nashville-davidson/city/4752006,https://www.compass.com/homes-for-sale/nashville-tn/
houses for sale near me with land,0,6,5,4,36,1900,87,0.62,0.46,55,transactional,,https://www.redfin.com/houses-near-me,https://www.trulia.com/houses-for-sale-near-me/,https://www.remax.com/homes-for-sale,https://www.compass.com/
houses for sale new hampshire,0,4,3,11,15,1900,70,0.33,0.25,24800000,"informational, transactional",,https://www.redfin.com/state/New-Hampshire,https://www.trulia.com/NH/,https://www.remax.com/homes-for-sale/nh,https://www.compass.com/homes-for-sale/new-hampshire/
houses for sale oklahoma,0,5,4,9,100,1900,69,0.54,0.34,99,"informational, transactional",,https://www.redfin.com/city/14237/OK/Oklahoma-City,https://www.trulia.com/OK/Oklahoma_City/,https://www.remax.com/homes-for-sale/ok/oklahoma-city/city/4055000,https://www.compass.com/homes-for-sale/school/agape-christian-academy-muskogee-ok-74401/
houses for sale orlando florida,0,4,3,7,11,1900,77,0.50,0.47,17900000,"informational, transactional",,https://www.redfin.com/city/13655/FL/Orlando,https://www.trulia.com/FL/Orlando/,https://www.remax.com/homes-for-sale/fl/orlando/city/1253000,https://www.compass.com/homes-for-sale/orlando-fl/
houses for sale pennsylvania,0,4,3,15,11,1900,70,0.45,0.36,40200000,"informational, transactional",,https://www.redfin.com/state/Pennsylvania,https://www.trulia.com/PA/,https://www.remax.com/homes-for-sale/pa,https://www.compass.com/homes-for-sale/pennsylvania/
houses for sale port charlotte fl,0,3,4,7,24,1900,68,0.44,0.42,6270000,"informational, transactional",,https://www.redfin.com/city/25065/FL/Port-Charlotte,https://www.trulia.com/FL/Port_Charlotte/,https://www.remax.com/homes-for-sale/fl/port-charlotte/city/1258350,https://www.compass.com/homes-for-sale/port-charlotte-fl/
houses for sale portland,0,2,4,6,56,1900,64,0.62,0.36,40900000,"informational, transactional",,https://www.redfin.com/city/30772/OR/Portland,https://www.trulia.com/OR/Portland/,https://www.remax.com/homes-for-sale/or/portland/city/4159000,https://www.compass.com/homes-for-sale/sandstone-portland-or/
houses for sale sarasota fl,0,4,3,10,29,1900,77,0.60,0.43,7820000,"informational, transactional",,https://www.redfin.com/city/16463/FL/Sarasota,https://www.trulia.com/FL/Sarasota/,https://www.remax.com/homes-for-sale/fl/sarasota/city/1264175,https://www.compass.com/homes-for-sale/sarasota-fl/
houses for sale spokane,0,3,4,5,18,1900,70,1.47,0.4,7530000,"informational, transactional",,https://www.redfin.com/city/17154/WA/Spokane,https://www.trulia.com/WA/Spokane/,https://www.remax.com/homes-for-sale/wa/spokane/city/5367000,https://www.compass.com/homes-for-sale/spokane-wa/
houses for sale valparaiso,0,5,3,7,36,1900,54,0.30,0.27,2670000,"informational, transactional",,https://www.redfin.com/city/19749/IN/Valparaiso,https://www.trulia.com/IN/Valparaiso/,https://www.remax.com/homes-for-sale/in/valparaiso/city/1878326,https://www.compass.com/homes-for-sale/valparaiso-in/
houses for sale westchester ny,0,6,3,31,12,1900,68,0.29,0.34,5540000,"informational, transactional",,https://www.redfin.com/county/2004/NY/Westchester-County,https://www.trulia.com/County/NY/Westchester_Real_Estate/,https://www.remax.com/homes-for-sale/ny/eastchester/city/3621809,https://www.compass.com/homes-for-sale/westchester-county-ny/
houses for sale worcester,0,3,5,8,14,1900,55,0.27,0.36,10900000,"informational, transactional",,https://www.redfin.com/city/20420/MA/Worcester,https://www.trulia.com/MA/Worcester/,https://www.remax.com/homes-for-sale/ma/worcester/city/2582000,https://www.compass.com/homes-for-sale/worcester-ma/
houses for sale wyoming,0,9,3,16,44,1900,71,0.31,0.29,14100000,"informational, transactional",,https://www.redfin.com/city/21105/MI/Wyoming,https://www.trulia.com/WY/,https://www.remax.com/homes-for-sale/ny/wyoming/city/3683371,https://www.compass.com/homes-for-sale/wyoming-de/
houses for sales in queens,0,4,3,6,13,1900,58,0.48,0.42,96,"informational, transactional",,https://www.redfin.com/neighborhood/43309/NY/New-York/Queens,https://www.trulia.com/NY/Queens/,https://www.remax.com/homes-for-sale/ny/queens/city/3608160323,https://www.compass.com/homes-for-sale/queens-ny/
houses for sell in amarillo texas,0,7,3,5,46,1900,60,0.67,0.37,3500000,"informational, transactional",,https://www.redfin.com/city/779/TX/Amarillo,https://www.trulia.com/TX/Amarillo/,https://www.remax.com/homes-for-sale/tx/amarillo/city/4803000,https://www.compass.com/homes-for-sale/amarillo-tx/beds=6-6/
houses for tent near me,0,18,2,8,36,1900,85,0.43,0.35,50,"informational, transactional",,https://www.redfin.com/houses-near-me,"https://www.trulia.com/for_rent/Memphis,TN/SINGLE-FAMILY_HOME_type/",https://www.remax.com/homes-for-rent,https://www.compass.com/
houses in austin tx,0,4,3,9,14,1900,79,1.10,0.35,39500000,informational,,https://www.redfin.com/city/30818/TX/Austin,https://www.trulia.com/TX/Austin/,https://www.remax.com/homes-for-sale/tx/austin/city/4805000,https://www.compass.com/homes-for-sale/austin-tx/
houses in colorado springs,0,3,4,6,35,1900,75,1.87,0.43,27700000,informational,,https://www.redfin.com/city/4147/CO/Colorado-Springs,https://www.trulia.com/CO/Colorado_Springs/,https://www.remax.com/homes-for-sale/co/colorado-springs/city/0816000,https://www.compass.com/homes-for-sale/colorado-springs-co/
houses in denver colorado,0,4,3,9,15,1900,73,1.30,0.33,20700000,informational,,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,https://www.remax.com/homes-for-sale/co/denver/city/0820000,https://www.compass.com/homes-for-sale/denver-co/
houses in hawaii for sale,0,5,4,29,57,1900,80,0.56,0.41,825000000,"informational, transactional",,https://www.redfin.com/state/Hawaii,https://www.trulia.com/HI/Honolulu/,https://www.remax.com/homes-for-sale/hi/honolulu/city/1500390810,https://www.compass.com/homes-for-sale/hawaii-hi/
houses in houston,0,4,3,8,12,1900,86,0.89,0.33,106000000,informational,,https://www.redfin.com/city/8903/TX/Houston,https://www.trulia.com/TX/Houston/,https://www.remax.com/homes-for-sale/tx/houston/city/4835000,https://www.compass.com/homes-for-sale/houston-tx/
houses in jacksonville fl,0,4,3,7,17,1900,77,1.08,0.32,19200000,informational,,https://www.redfin.com/city/8907/FL/Jacksonville,https://www.trulia.com/FL/Jacksonville/,https://www.remax.com/homes-for-sale/fl/jacksonville/city/1235000,https://www.compass.com/homes-for-sale/jacksonville-fl/
houses in nashville tn,0,3,4,11,14,1900,78,0.98,0.33,17600000,informational,,https://www.redfin.com/city/13415/TN/Nashville,https://www.trulia.com/TN/Nashville/,https://www.remax.com/homes-for-sale/tn/nashville-davidson/city/4752006,https://www.compass.com/homes-for-sale/nashville-tn/
houses in phoenix arizona,0,3,4,7,16,1900,79,1.15,0.28,20100000,informational,,https://www.redfin.com/city/14240/AZ/Phoenix,https://www.trulia.com/AZ/Phoenix/,https://www.remax.com/homes-for-sale/az/phoenix/city/0455000,https://www.compass.com/homes-for-sale/phoenix-az/
houses in san antonio,0,4,3,6,29,1900,74,1.24,0.33,61500000,informational,,https://www.redfin.com/city/16657/TX/San-Antonio,https://www.trulia.com/TX/San_Antonio/,https://www.remax.com/homes-for-sale/tx/san-antonio/city/4865000,https://www.compass.com/homes-for-sale/san-antonio-tx/
houses in seattle,0,3,4,8,14,1900,74,1.06,0.21,76200000,informational,,https://www.redfin.com/city/16163/WA/Seattle,https://www.trulia.com/WA/Seattle/,https://www.remax.com/homes-for-sale/wa/seattle/city/5363000,https://www.compass.com/homes-for-sale/seattle-wa/
houses in staten island for sale,0,4,3,5,10,1900,64,0.36,0.34,77,"informational, transactional",,https://www.redfin.com/neighborhood/34009/NY/New-York/Staten-Island,https://www.trulia.com/NY/Staten_Island/,https://www.remax.com/homes-for-sale/ny/staten-island/city/3608570915,https://www.compass.com/homes-for-sale/staten-island-ny/
houses in vt for sale,0,6,3,12,49,1900,76,0.28,0.24,13700000,"informational, transactional",,https://www.redfin.com/state/Vermont,https://www.trulia.com/VT/,https://www.remax.com/homes-for-sale/vt/franklin/city/5001127100,https://www.compass.com/homes-for-sale/vermont/
houses in wyoming,0,11,3,34,39,1900,73,0.29,0.21,29800000,informational,,https://www.redfin.com/city/21105/MI/Wyoming,https://www.trulia.com/WY/,https://www.remax.com/homes-for-sale/oh/wyoming/city/3986730,https://www.compass.com/homes-for-sale/wyoming/
houses rent baltimore,0,13,2,19,72,1900,67,0.37,0.51,80,informational,,https://www.redfin.com/city/1073/MD/Baltimore/houses-for-rent,"https://www.trulia.com/for_rent/Baltimore,MD/SINGLE-FAMILY_HOME_type/",https://www.remax.com/homes-for-rent/md/baltimore/city/2404000,https://www.compass.com/listing/3337-avondale-avenue-baltimore-md-21215/1127538608972892825/
houses south carolina,0,4,3,10,19,1900,78,0.69,0.13,117000000,informational,,https://www.redfin.com/state/South-Carolina,https://www.trulia.com/SC/,https://www.remax.com/homes-for-sale/sc,https://www.compass.com/homes-for-sale/south-carolina/
