Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
ludington michigan,0,24,42,9900,56,0.40,0.07,5170000,informational,,https://www.zillow.com/ludington-mi/,https://www.realtor.com/realestateandhomes-search/Ludington_MI
ludlow house,0,35,15,9900,34,0.53,0,17200000,"informational, transactional",,https://www.zillow.com/port-ludlow-wa/,https://www.realtor.com/realestateandhomes-search/Ludlow_KY
luis d. ortiz,0,20,31,9900,54,0.00,0,40500000,"informational, transactional",,https://www.zillow.com/profile/LuisOrtizRealtor1,https://www.realtor.com/realestateagents/5732b28f041f5b010022cf6b
luling,0,47,53,9900,53,0.63,0,3620000,"informational, transactional",,https://www.zillow.com/luling-la/,https://www.realtor.com/realestateandhomes-search/Luling_TX/overview
luna bella,0,32,37,9900,40,0.76,0.01,96,informational,,https://www.zillow.com/b/424-luna-bella-ln-new-smyrna-beach-fl-5Xrtx3/,https://www.realtor.com/realestateandhomes-detail/424-Luna-Bella-Ln-Apt-324_New-Smyrna-Beach_FL_32168_M63263-39990
luray va,0,67,29,9900,60,0.68,0.03,2510000,informational,,https://www.zillow.com/luray-va/,https://www.realtor.com/realestateandhomes-search/Luray_VA
lutsen,0,75,55,9900,65,0.71,0.01,1560000,"informational, navigational",,https://www.zillow.com/lutsen-mn/land/,https://www.realtor.com/realestateandhomes-search/Lutsen_MN/show-recently-sold
luxury homes,0,25,88,9900,82,1.00,1,453000000,"commercial, informational",,https://www.zillow.com/los-angeles-ca/luxury-homes/,https://www.realtor.com/research/topics/luxury-housing/
lydia fleming,0,33,18,9900,29,0.00,0,4930000,"informational, transactional",,https://www.zillow.com/profile/user6903222,https://www.realtor.com/realestateagents/lydia-fleming_campbell__1384832_007694748
lynchburg virginia,0,61,32,9900,67,0.84,0.01,20700000,informational,,https://www.zillow.com/lynchburg-va/,https://www.realtor.com/realestateandhomes-search/Lynchburg_VA
lynn massachusetts,0,83,32,9900,39,0.31,0.01,43500000,informational,,https://www.zillow.com/lynn-ma/,https://www.realtor.com/realestateandhomes-search/Lynn_MA
lynwood ca,0,23,38,9900,48,0.45,0,7150000,informational,,https://www.zillow.com/lynwood-ca/,https://www.realtor.com/realestateandhomes-search/Lynwood_CA
mableton,0,25,19,9900,54,0.49,0,5810000,informational,,https://www.zillow.com/mableton-ga/,https://www.realtor.com/realestateandhomes-search/Mableton_GA
mackinaw city michigan,0,69,62,9900,64,1.43,0.02,3720000,"informational, transactional",,https://www.zillow.com/mackinaw-city-mi/,https://www.realtor.com/realestateandhomes-search/Mackinaw-City_MI
madeira beach fl,0,29,20,9900,58,0.66,0.06,12500000,"informational, transactional",,https://www.zillow.com/madeira-beach-fl/,https://www.realtor.com/realestateandhomes-search/Madeira-Beach_FL
madera california,0,19,16,9900,69,0.25,0.01,60400000,informational,,https://www.zillow.com/madera-ca/,https://www.realtor.com/realestateandhomes-search/Madera_CA
madison al,0,5,7,9900,76,0.83,0.01,508000000,"informational, navigational",,https://www.zillow.com/madison-al/,https://www.realtor.com/realestateandhomes-search/Madison_AL
madtes,0,23,19,9900,17,0.81,0.01,130000,informational,,https://www.zillow.com/profile/Michelle11766,https://www.realtor.com/realestateagents/58378bbdf346fa0001cd58bf
magnolia farms,0,43,17,9900,65,0.84,0.12,73700000,navigational,,https://www.zillow.com/homedetails/500-Magnolia-Farms-Dr-D-Petersburg-VA-23803/94186867_zpid/,https://www.realtor.com/realestateandhomes-detail/19114-Magnolia-Farms-Ln_Odessa_FL_33556_M65186-32619
maine homes for sale,0,2,1,9900,76,0.25,0.21,46900000,"informational, transactional",,https://www.zillow.com/me/,https://www.realtor.com/realestateandhomes-search/Maine
malden center,0,44,21,9900,48,1.06,0,18700000,"informational, navigational",,https://www.zillow.com/malden-centre-malden-ma/apartments/,https://www.realtor.com/realestateandhomes-search/Malden-Center_Malden_MA
malden ma,0,25,59,9900,59,0.24,0.01,29800000,"informational, navigational",,https://www.zillow.com/malden-ma/,https://www.realtor.com/realestateandhomes-search/Malden_MA
mammoth cave kentucky,0,77,75,9900,66,0.65,0.01,5790000,"informational, navigational",,https://www.zillow.com/mammoth-cave-ky/,https://www.realtor.com/realestateandhomes-search/Mammoth-Cave_KY
mammoth lake,0,20,16,9900,79,0.76,0.05,28100000,"informational, navigational",,https://www.zillow.com/mammoth-lakes-ca/,https://www.realtor.com/realestateandhomes-search/Mammoth-Lakes_CA
manalapan nj,0,10,5,9900,75,0.23,0.01,5620000,"informational, navigational",,https://www.zillow.com/manalapan-township-nj/,https://www.realtor.com/realestateandhomes-search/Manalapan_NJ
manhattan beach ca,0,18,30,9900,62,0.76,0.02,88400000,informational,,https://www.zillow.com/manhattan-beach-ca/,https://www.realtor.com/realestateandhomes-search/Manhattan-Beach_CA
manheim auction,0,14,27,9900,75,0.99,0.04,1580000,navigational,,https://www.zillow.com/homedetails/673-Auction-Rd-Manheim-PA-17545/246004664_zpid/,https://www.realtor.com/realestateandhomes-detail/673-Auction-Rd_Manheim_PA_17545_M46113-57928
manheim pa,0,55,23,9900,60,0.28,0.02,4390000,"informational, transactional",,https://www.zillow.com/manheim-pa/,https://www.realtor.com/realestateandhomes-search/Manheim_PA
manitowoc wi,0,41,32,9900,55,0.31,0.02,5610000,"informational, transactional",,https://www.zillow.com/manitowoc-wi/,https://www.realtor.com/realestateandhomes-search/Manitowoc_WI
mankato minnesota,0,84,39,9900,73,0.39,0.01,11400000,informational,,https://www.zillow.com/mankato-mn/,https://www.realtor.com/realestateandhomes-search/Mankato_MN
mansfield high school,0,48,33,9900,60,0.00,0,47300000,commercial,,https://www.zillow.com/schools/78933/mansfield-high-school/,https://www.realtor.com/realestateandhomes-search/Mansfield_TX/schools/Mansfield-High-School-0768707641
manteo nc,0,24,26,9900,62,0.45,0.06,16000000,"informational, navigational",,https://www.zillow.com/manteo-nc/land/,https://www.realtor.com/realestateandhomes-search/Manteo_NC
manti,0,77,79,9900,63,0.00,0,14600000,"informational, transactional",,https://www.zillow.com/manti-ut/,https://www.realtor.com/realestateandhomes-search/Manti_UT
manufactured home for sale,0,18,15,9900,81,0.51,0.45,330000000,transactional,,https://www.zillow.com/ga/mobile/,https://www.realtor.com/realestateandhomes-search/Phoenix_AZ/type-mfd-mobile-home
manufactured homes for sale near me,0,6,4,9900,73,0.67,0.39,80,transactional,,https://www.zillow.com/me/mobile/,https://www.realtor.com/realestateandhomes-search/Pico-Rivera_CA/type-mfd-mobile-home
manvel high school,0,36,61,9900,51,0.00,0,4900000,"informational, navigational",,https://www.zillow.com/schools/85595/manvel-high-school/,https://www.realtor.com/realestateandhomes-search/Manvel_TX/schools/Manvel-High-School-0768735551
maple grove mn,0,13,45,9900,67,0.74,0.01,20500000,"informational, navigational",,https://www.zillow.com/maple-grove-mn/,https://www.realtor.com/realestateandhomes-search/Maple-Grove_MN
mapleton,0,74,70,9900,44,0.00,0,7850000,"navigational, transactional",,https://www.zillow.com/mapleton-or/,https://www.realtor.com/realestateandhomes-search/Mapleton_IL
maplewood apartments,0,33,69,9900,52,0.78,0.08,6390000,commercial,,https://www.zillow.com/maplewood-mo/apartments/,https://www.realtor.com/realestateandhomes-detail/4860-Fegenbush-Ln_Louisville_KY_40228_M32533-11229
mar vista,0,37,31,9900,55,0.74,0.01,702000000,"informational, transactional",,https://www.zillow.com/mar-vista-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/Mar-Vista_Los-Angeles_CA/overview
marble house,0,81,94,9900,59,0.74,0.14,297000000,informational,,https://www.zillow.com/homedetails/123-Marble-House-Dr-Bear-DE-19701/72891311_zpid/,https://www.realtor.com/realestateandhomes-search/Marble_CO
marion county florida,0,24,19,9900,81,1.11,0.01,44900000,"informational, transactional",,https://www.zillow.com/marion-county-fl/,https://www.realtor.com/realestateandhomes-search/Marion-County_FL
mariposa county,0,46,29,9900,64,1.43,0.01,8800000,"informational, navigational",,https://www.zillow.com/mariposa-county-ca/,https://www.realtor.com/realestateandhomes-search/Mariposa-County_CA
mark price,0,80,73,9900,45,0.51,0,0,informational,,https://www.zillow.com/profile/mtprice3,https://www.realtor.com/realestateagents/5f107f94f0cb7a00117bc14d
mark wahlberg beverly hills mansion,0,48,15,9900,54,0.00,0,485000,informational,,https://www.zillow.com/homedetails/9694-Oak-Pass-Rd-Beverly-Hills-CA-90210/20532917_zpid/,https://www.realtor.com/videos/mark-wahlberg/5630f449-1a93-47f4-9c9f-5546cff68693?playlist_id=76feb82c-a414-4e0b-b4c9-6b0268cd7c25
marshall mn,0,83,46,9900,64,0.18,0.01,93800000,"informational, transactional",,https://www.zillow.com/marshall-mn/,https://www.realtor.com/realestateandhomes-search/Marshall_MN
marshalltown iowa,0,94,17,9900,65,0.63,0.01,3360000,informational,,https://www.zillow.com/marshalltown-ia/,https://www.realtor.com/realestateandhomes-search/Marshalltown_IA
martin city,0,62,27,9900,53,0.00,0,1390000000,"informational, navigational",,https://www.zillow.com/martin-city-kansas-city-mo/,https://www.realtor.com/realestateandhomes-search/Martin-City_Kansas-City_MO
marymount high school,0,33,42,9900,65,0.00,0,8380000,navigational,,https://www.zillow.com/schools/129992/marymount-high-school-los-angeles/,https://www.realtor.com/realestateandhomes-search/Los-Angeles_CA/schools/Marymount-High-School-Los-Angeles-078686801
marysville wa,0,76,71,9900,68,0.41,0.01,9190000,"informational, navigational",,https://www.zillow.com/marysville-wa/,https://www.realtor.com/realestateandhomes-search/Marysville_WA
maryville tennessee,0,9,6,9900,68,0.35,0.02,7460000,informational,,https://www.zillow.com/maryville-tn/,https://www.realtor.com/realestateandhomes-search/Maryville_TN
maspeth ny,0,18,15,9900,47,0.39,0,4030000,informational,,https://www.zillow.com/maspeth-new-york-ny/,https://www.realtor.com/realestateandhomes-search/Maspeth_New-York_NY
massillon ohio,0,42,28,9900,60,0.40,0.01,5460000,informational,,https://www.zillow.com/massillon-oh/,https://www.realtor.com/realestateandhomes-search/Massillon_OH
mayberry nc,0,29,25,9900,63,0.63,0.03,8790000,"informational, navigational",,https://www.zillow.com/mount-airy-nc/,https://www.realtor.com/realestateandhomes-search/Mount-Airy_NC
mayberry rfd,0,91,51,9900,50,0.00,0.01,207000,"informational, transactional",,https://www.zillow.com/homedetails/412-E-Mayberry-Rfd-St-Brandon-SD-57005/85842746_zpid/,https://www.realtor.com/realestateandhomes-detail/412-E-Mayberry-Rfd-St_Brandon_SD_57005_M72792-63274
maymont,0,44,30,9900,62,8.58,0,1040000,navigational,,https://www.zillow.com/maymont-richmond-va/,https://www.realtor.com/realestateandhomes-search/Maymont_Richmond_VA
maymont park,0,46,41,9900,55,4.75,0.01,716000,navigational,,https://www.zillow.com/maymont-park-richmond-va/,https://www.realtor.com/realestateandhomes-search/Maymont_Richmond_VA
mccomb mississippi,0,46,39,9900,51,0.32,0,2210000,informational,,https://www.zillow.com/mccomb-ms/,https://www.realtor.com/realestateandhomes-search/McComb_MS
mceachern high school,0,26,49,9900,44,0.00,0,1190000,"informational, transactional",,https://www.zillow.com/schools/101659/mceachern-high-school/,https://www.realtor.com/local/schools/Mceachern-High-School-0718578641
mclean virginia,0,15,6,9900,56,0.98,0.01,24800000,informational,,https://www.zillow.com/mclean-va/,https://www.realtor.com/realestateandhomes-search/McLean_VA
mdland,0,81,88,9900,55,0.22,0,2280000,navigational,,https://www.zillow.com/washington-county-md/land/,https://www.realtor.com/realestateandhomes-search/Bethesda_MD/type-land
mead school district,0,23,26,9900,56,0.00,0,10300000,navigational,,https://www.zillow.com/districts/10748/mead-school-district/,https://www.realtor.com/realestateandhomes-search/Mead_WA/district/Mead-School-District-06218573501
meadville pa,0,97,56,9900,63,0.83,0.01,4900000,informational,,https://www.zillow.com/meadville-pa/,https://www.realtor.com/realestateandhomes-search/Meadville_PA
mechanicsville va,0,8,12,9900,59,0.55,0.01,6880000,informational,,https://www.zillow.com/mechanicsville-va/,https://www.realtor.com/realestateandhomes-search/Mechanicsville_VA
melanie king,0,21,17,9900,31,0.46,0,69900000,"commercial, informational",,https://www.zillow.com/profile/mkinghomes,https://www.realtor.com/realestateagents/5c7e965d4ed4710012491dbc
melvin fountain,0,9,6,9900,16,0.00,0,3060000,"commercial, informational",,https://www.zillow.com/profile/Melvin%20Fountain,https://www.realtor.com/realestateagents/56737fea7e54f701001dd651
mena arkansas,0,53,24,9900,56,0.40,0.03,2600000,"informational, transactional",,https://www.zillow.com/mena-ar/,https://www.realtor.com/realestateandhomes-search/Mena_AR
menards springfield il,0,49,81,9900,52,0.24,0.01,93,"navigational, transactional",,https://www.zillow.com/homedetails/400-E-Menard-St-Riverton-IL-62561/120204293_zpid/,https://www.realtor.com/realestateandhomes-detail/14133-Pioneer-Dr_Athens_IL_62613_M77507-00771
merced county,0,72,33,9900,64,0.00,0,15700000,"informational, navigational",,https://www.zillow.com/merced-county-ca/,https://www.realtor.com/realestateandhomes-search/Merced-County_CA
mesquite high school,0,54,39,9900,62,0.00,0,95,commercial,,https://www.zillow.com/schools/7051/mesquite-high-school/,https://www.realtor.com/realestateandhomes-search/Gilbert_AZ/schools/Mesquite-High-School-075728301
metea valley high school,0,54,34,9900,53,0.00,0,327000,navigational,,https://www.zillow.com/schools/136454/metea-valley-high-school/,https://www.realtor.com/realestateandhomes-search/Aurora_IL/schools/Metea-Valley-High-School-0724432021
metropark station,0,19,91,9900,56,0.00,0,4480000,"informational, navigational",,https://www.zillow.com/b/metropark-station-iselin-nj-5Xt3cN/,https://www.realtor.com/realestateandhomes-detail/27-Adams-St_Edison_NJ_08820_M53966-10090
mi 2,0,58,59,9900,61,0.00,0,17040000000,"informational, transactional",,https://www.zillow.com/detroit-mi/apartments/,https://www.realtor.com/realestateandhomes-search/Grand-Rapids_MI
mial,0,47,19,9900,32,0.00,0,156000000,informational,,https://www.zillow.com/homedetails/607-N-Mial-St-Clayton-NC-27520/69094786_zpid/,https://www.realtor.com/realestateandhomes-detail/609-Mial-St_Clayton_NC_27520_M58100-35399
miami apartments,0,2,9,9900,82,0.86,0.33,188000000,informational,,https://www.zillow.com/miami-fl/apartments/,https://www.realtor.com/apartments/Miami_FL
miami beach fl,0,18,23,9900,81,0.88,0,297000000,informational,,https://www.zillow.com/miami-beach-fl/,https://www.realtor.com/realestateandhomes-search/Miami-Beach_FL
miami dade county property appraiser,0,27,25,9900,69,1.15,0.01,78,"informational, transactional",,https://www.zillow.com/miami-dade-county-fl/,https://www.realtor.com/propertyrecord-search/Miami-Dade-County_FL
miami oklahoma,0,36,40,9900,56,0.41,0.01,249000000,informational,,https://www.zillow.com/miami-ok/,https://www.realtor.com/realestateandhomes-search/Miami_OK
miami property search,0,28,22,9900,61,0.72,0.01,339000000,"informational, transactional",,https://www.zillow.com/miami-fl/,https://www.realtor.com/propertyrecord-search/Miami-Dade-County_FL
miami realtors,0,9,2,9900,71,3.28,0.57,78,navigational,,https://www.zillow.com/professionals/real-estate-agent-reviews/miami-fl/,https://www.realtor.com/realestateandhomes-search/Miami_FL
miami-dade property search,0,42,16,9900,77,0.79,0,7460000,"informational, transactional",,https://www.zillow.com/miami-dade-county-fl/,https://www.realtor.com/propertyrecord-search/Miami-Dade-County_FL
miamisburg ohio,0,43,31,9900,62,0.47,0.01,4480000,informational,,https://www.zillow.com/miamisburg-oh/,https://www.realtor.com/realestateandhomes-search/Miamisburg_OH
michael feldman,0,88,96,9900,53,0.00,0,43700000,"informational, transactional",,https://www.zillow.com/profile/MichaelFeldmanBedfor,https://www.realtor.com/realestateagents/5673f3900fa417010071e3fd
mid island,0,36,18,9900,33,0.56,0,892000000,informational,,https://www.zillow.com/lender-profile/Mid%20Island%20Mortgage/,https://www.realtor.com/realestateandhomes-search/Mid-Island_Staten-Island_NY
middleton wi,0,37,46,9900,53,0.00,0,16200000,informational,,https://www.zillow.com/middleton-wi/,https://www.realtor.com/realestateandhomes-search/Middleton_WI/overview
midtown manhattan new york ny,0,62,22,9900,58,0.00,0,38700000,"informational, transactional",,https://www.zillow.com/midtown-new-york-ny/,https://www.realtor.com/realestateandhomes-search/Midtown-Manhattan_New-York_NY
milbank,0,86,59,9900,59,0.41,0.01,8580000,commercial,,https://www.zillow.com/milbank-sd/,https://www.realtor.com/realestateandhomes-search/Milbank_SD
miles city mt,0,15,57,9900,50,0.48,0.01,285000000,"informational, transactional",,https://www.zillow.com/miles-city-mt/houses/,https://www.realtor.com/realestateandhomes-detail/2216-Main-St_Miles-City_MT_59301_M84562-92994
milestone 14,0,39,62,9900,33,0.00,0,413000000,"informational, transactional",,https://www.zillow.com/homedetails/14-Milestone-Ln-Northborough-MA-01532/173820778_zpid/,https://www.realtor.com/realestateandhomes-detail/14-Millstone-Dr_Avon_CT_06001_M48971-69518
mill creek apartments,0,18,63,9900,50,1.08,0.06,27300000,commercial,,https://www.zillow.com/b/mill-creek-milpitas-ca-5XjRJy/,https://www.realtor.com/realestateandhomes-detail/3080-Mill-Creek-Dr_Kalamazoo_MI_49009_M95145-70140
mill creek middle school,0,24,22,9900,53,0.00,0,37400000,commercial,,https://www.zillow.com/schools/101422/mill-creek-middle-school/,https://www.realtor.com/realestateandhomes-search/Woodstock_GA/schools/Mill-Creek-Middle-School-0718663661
mill valley ca,0,38,18,9900,40,0.65,0.01,79000000,informational,,https://www.zillow.com/mill-valley-ca/,https://www.realtor.com/realestateandhomes-search/Mill-Valley_CA
miller ferry,0,56,38,9900,63,0.12,0.03,18300000,navigational,,https://www.zillow.com/homedetails/550-Miller-Ferry-Rd-SW-Adairsville-GA-30103/2091316322_zpid/,https://www.realtor.com/realestateandhomes-detail/3024-Miller-Ferry-Rd-SW_Calhoun_GA_30701_M56773-03191
millersburg,0,76,39,9900,54,0.62,0,4680000,informational,,https://www.zillow.com/millersburg-oh/,https://www.realtor.com/realestateandhomes-search/Millersburg_OH
millville nj,0,38,79,9900,58,0.50,0.01,5750000,"informational, navigational",,https://www.zillow.com/millville-nj/,https://www.realtor.com/realestateandhomes-search/Millville_NJ
minocqua wi,0,12,29,9900,57,0.64,0.03,1750000,"informational, navigational",,https://www.zillow.com/minocqua-wi/sold/,https://www.realtor.com/realestateandhomes-search/Minocqua_WI
miramar fl,0,16,18,9900,49,0.39,0.01,16900000,"informational, navigational",,https://www.zillow.com/miramar-fl/,https://www.realtor.com/realestateandhomes-search/Miramar_FL
mission beach san diego,0,56,42,9900,69,0.93,0.1,95000000,"informational, transactional",,https://www.zillow.com/mission-beach-san-diego-ca/,https://www.realtor.com/realestateandhomes-search/Mission-Beach_San-Diego_CA/overview
mission district,0,52,39,9900,60,0.92,0,697000000,"informational, transactional",,https://www.zillow.com/san-francisco-ca/mission-district_att/,https://www.realtor.com/realestateandhomes-search/Mission-District_San-Francisco_CA
mission san jose,0,54,50,9900,71,5.39,0.04,120000000,informational,,https://www.zillow.com/mission-san-jose-fremont-ca/,https://www.realtor.com/realestateandhomes-search/Mission-San-Jose_Fremont_CA
mission tx,0,22,24,9900,46,0.31,0.01,454000000,informational,,https://www.zillow.com/mission-tx/,https://www.realtor.com/realestateandhomes-search/Mission_TX
mitchell high school,0,48,54,9900,62,0.00,0,306000000,commercial,,https://www.zillow.com/schools/4731/james-w-mitchell-high-school/,https://www.realtor.com/realestateandhomes-search/Trinity_FL/schools/James-W.-Mitchell-High-School-0717215221
mls fort atkinson wi,0,3,1,9900,46,0.00,0,57,informational,,https://www.zillow.com/fort-atkinson-wi/,https://www.realtor.com/realestateandhomes-search/Fort-Atkinson_WI
mls mn,0,7,8,9900,73,0.35,0.11,75200000,"informational, transactional",,https://www.zillow.com/mn/,https://www.realtor.com/realestateandhomes-search/Minnesota
moab ut,0,89,24,9900,72,0.56,0.05,6080000,informational,,https://www.zillow.com/moab-ut/,https://www.realtor.com/realestateandhomes-search/Moab_UT
mobile home park near me,0,10,44,9900,51,1.45,0.06,4080000000,transactional,,https://www.zillow.com/los-angeles-ca/mobile-home-park_att/,https://www.realtor.com/realestateandhomes-search/Baldwin-Park_CA/type-mfd-mobile-home
mobile home rentals,0,7,5,9900,64,0.65,0.19,1780000000,commercial,,https://www.zillow.com/mobile-al/rent-houses/,https://www.realtor.com/apartments/Ridgeway-Mobile-Home_Hobe-Sound_FL
molinos,0,48,53,9900,48,0.27,0.28,96800000,commercial,,https://www.zillow.com/homedetails/15449-Los-Molinos-St-Hacienda-Heights-CA-91745/21490892_zpid/,https://www.realtor.com/realestateandhomes-detail/6917-Molinos-Dr_Laredo_TX_78046_M92801-07762
monarch high school,0,57,29,9900,63,0.00,0,127000000,commercial,,https://www.zillow.com/schools/8465/monarch-high-school/,https://www.realtor.com/realestateandhomes-search/Coconut-Creek_FL/schools/Monarch-High-School-0717219731
monette arkansas,0,44,19,9900,43,0.00,0,449000,"informational, transactional",,https://www.zillow.com/monette-ar/,https://www.realtor.com/realestateandhomes-search/Monette_AR/overview
monoco,0,62,39,9900,22,0.35,0.02,2340000,"commercial, informational",,https://www.zillow.com/homedetails/3305-Monoco-Dr-Spring-Hill-TN-37174/70291715_zpid/,https://www.realtor.com/realestateandhomes-detail/3332-Monoco-Dr_Spring-Hill_TN_37174_M74069-90962
monroe michigan,0,38,21,9900,68,0.46,0.01,80600000,informational,,https://www.zillow.com/monroe-mi/,https://www.realtor.com/realestateandhomes-search/Monroe_MI
monroe ny,0,8,7,9900,62,0.51,0.01,304000000,informational,,https://www.zillow.com/monroe-ny/,https://www.realtor.com/realestateandhomes-search/Monroe_NY
monroe wi,0,33,36,9900,55,0.38,0.02,45900000,informational,,https://www.zillow.com/monroe-wi/,https://www.realtor.com/realestateandhomes-search/Monroe_WI
monroeville pa,0,20,84,9900,57,0.59,0.01,7900000,informational,,https://www.zillow.com/monroeville-pa/,https://www.realtor.com/realestateandhomes-search/Monroeville_PA
monrovia ca,0,28,32,9900,63,0.37,0.01,11200000,informational,,https://www.zillow.com/monrovia-ca/,https://www.realtor.com/realestateandhomes-search/Monrovia_CA/overview
mont belvieu,0,80,7,9900,67,1.69,0,1430000,"informational, navigational",,https://www.zillow.com/mont-belvieu-tx/,https://www.realtor.com/realestateandhomes-search/Mont-Belvieu_TX
monta,0,66,86,9900,62,0.72,0.02,289000000,navigational,,https://www.zillow.com/monta-loma-mountain-view-ca/,https://www.realtor.com/realestateandhomes-detail/2807-Monta-Pl_Muskogee_OK_74403_M85824-93546
montana homes for sale,0,1,2,9900,70,0.24,0.3,31500000,"informational, transactional",,https://www.zillow.com/mt/,https://www.realtor.com/realestateandhomes-search/Montana
montecito ca,0,23,9,9900,66,0.00,0,11900000,informational,,https://www.zillow.com/montecito-ca/houses/,https://www.realtor.com/realestateandhomes-search/Montecito_CA
monterey county,0,89,69,9900,86,1.25,0.01,57700000,"informational, navigational",,https://www.zillow.com/monterey-county-ca/,https://www.realtor.com/realestateandhomes-search/Monterey-County_CA
montgomery texas,0,9,6,9900,76,0.56,0.02,155000000,"informational, navigational",,https://www.zillow.com/montgomery-tx/,https://www.realtor.com/realestateandhomes-search/Montgomery_TX
month calculator,0,37,32,9900,89,0.91,0.01,2060000000,informational,,https://www.zillow.com/mortgage-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
monthly mortgage payment calculator,0,7,11,9900,100,1.72,0.19,293000000,informational,,https://www.zillow.com/mortgage-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
moonshadows,0,72,43,9900,60,0.15,0.01,2970000,navigational,,https://www.zillow.com/homedetails/5302-Moonshadows-Dr-Humble-TX-77346/28248278_zpid/,https://www.realtor.com/realestateandhomes-search/Moonshadows_Sanibel_FL/overview
moonshadows malibu,0,75,68,9900,50,0.20,0.01,92,navigational,,https://www.zillow.com/homedetails/23434-W-Moon-Shadows-Dr-Malibu-CA-90265/20552929_zpid/,https://www.realtor.com/realestateandhomes-detail/23438-W-Moon-Shadows-Dr_Malibu_CA_90265_M14209-91555
moorestown nj,0,75,5,9900,75,0.15,0.01,6440000,"informational, navigational",,https://www.zillow.com/moorestown-township-nj/,https://www.realtor.com/realestateandhomes-search/Moorestown_NJ
morgage rates,0,27,35,9900,100,2.40,0.38,504000000,"informational, transactional",,https://www.zillow.com/mortgage-rates/,https://www.realtor.com/mortgage/rates/
morgan hill ca,0,38,32,9900,63,0.36,0.01,117000000,informational,,https://www.zillow.com/morgan-hill-ca/,https://www.realtor.com/realestateandhomes-search/Morgan-Hill_CA
morganton,0,89,65,9900,55,0.34,0,7440000,informational,,https://www.zillow.com/morganton-nc/land/,https://www.realtor.com/realestateandhomes-search/Morganton_NC
morgantown north carolina,0,24,29,9900,50,0.44,0.01,11300000,informational,,https://www.zillow.com/morganton-nc/,https://www.realtor.com/realestateandhomes-search/Morganton_NC
morgensen,0,52,25,9900,38,0.00,0.02,319000,informational,,https://www.zillow.com/homedetails/2826-Morgensen-Dr-Houston-TX-77088/161095377_zpid/,https://www.realtor.com/realestateandhomes-detail/2727-Morgensen-Dr_Houston_TX_77088_M75351-71221
morris il,0,68,23,9900,56,0.26,0.01,213000000,informational,,https://www.zillow.com/morris-il/,https://www.realtor.com/realestateandhomes-search/Morris_IL
morrow ga,0,16,40,9900,52,0.70,0,17500000,"informational, transactional",,https://www.zillow.com/morrow-ga/,https://www.realtor.com/realestateandhomes-search/Morrow_GA
mortgage brokers,0,12,50,9900,77,8.86,0.17,66800000,commercial,,https://www.zillow.com/mortgages/,https://www.realtor.com/advice/finance/mortgage-brokers-paid/
mortgage calculator payment,0,9,12,9900,100,1.59,0.2,255000000,informational,,https://www.zillow.com/mortgage-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
mortgage calculator with amortization,0,19,93,9900,82,0.97,0.15,13800000,informational,,https://www.zillow.com/mortgage-calculator/amortization-schedule-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
mortgage insurance calculator,0,62,76,9900,83,2.18,0.17,182000000,informational,,https://www.zillow.com/mortgage-calculator/,https://www.realtor.com/mortgage/tools/mortgage-calculator/
mortgage interest rate,0,13,63,9900,100,2.33,0.35,327000000,informational,,https://www.zillow.com/mortgage-rates/,https://www.realtor.com/mortgage/rates/
mortgage rates 30 year fixed,0,9,29,9900,100,2.09,0.4,114000000,"informational, transactional",,https://www.zillow.com/mortgage-rates/30-year-fixed/,https://www.realtor.com/mortgage/rates/30-year-fixed
morton grove,0,8,10,9900,67,0.19,0,12900000,"informational, navigational",,https://www.zillow.com/morton-grove-il/,https://www.realtor.com/realestateandhomes-search/Morton-Grove_IL
mosaic apartments,0,57,61,9900,37,1.61,0.05,36000000,commercial,,https://www.zillow.com/b/modera-mosaic-fairfax-va-65WwW2/,https://www.realtor.com/apartments/Mosaic-at-Millenia-Condominium_Orlando_FL
motovo,0,54,10,9900,69,0.36,0.15,70,navigational,,https://www.zillow.com/homedetails/131-J-St-Chula-Vista-CA-91910/17108537_zpid/,https://www.realtor.com/realestateagency/623b6ed8930c1e9b5cdf4ae0
mount airy news,0,38,15,9900,59,1.29,0,7960000,navigational,,https://www.zillow.com/mount-airy-nc/,https://www.realtor.com/realestateandhomes-search/Mount-Airy_NC
mount airy north carolina,0,60,40,9900,51,0.62,0.05,5600000,informational,,https://www.zillow.com/mount-airy-nc/,https://www.realtor.com/realestateandhomes-search/Mount-Airy_NC
mount dora fl,0,70,47,9900,61,0.61,0.06,5660000,informational,,https://www.zillow.com/mount-dora-fl/land/,https://www.realtor.com/realestateandhomes-detail/Mount-Dora_FL_32757_M50942-90697
mount pleasant south carolina,0,9,28,9900,57,0.71,0.05,25500000,informational,,https://www.zillow.com/mount-pleasant-sc/,https://www.realtor.com/realestateandhomes-search/Mount-Pleasant_SC
