Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
dickinson tx,0,0,0,84,0,5400,47,0.52,0.01,15000000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Dickinson-TX-2585c,
divvyhomes,0,91,0,0,0,5400,73,1.71,0.37,625000,navigational,,https://www.homes.com/chicago-il/,,,
dix hills,0,0,73,0,31,5400,58,0.17,0.01,13700000,informational,,,https://www.century21.com/real-estate/dix-hills-ny/LCNYDIXHILLS/,,https://www.sothebysrealty.com/eng/sales/dix-hills-ny-usa
dobie high school,0,53,0,0,0,5400,65,0.00,0,1920000,navigational,,https://www.homes.com/houston-tx/homes-for-sale/j-frank-dobie-high-school-school-zone/id-483432003821/,,,
dolton,0,0,55,0,0,5400,55,0.00,0,4230000,"informational, navigational",,,https://www.century21.com/real-estate/dolton-il/LCILDOLTON/,,
don soffer aventura high school,0,0,55,0,0,5400,41,0.00,0,76,navigational,,,https://espanol.century21.com/escuelas/escuelas-en-33180/don-soffer-aventura-high-school/O5700115925-LZ33180,,
donna lewis,0,0,0,47,0,5400,58,0.00,0.01,48300000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Access-Realty-3707c/Donna-Lewis-268173a,
doral fl,0,0,98,90,0,5400,59,1.75,0,11300000,informational,,,https://www.century21.com/real-estate/doral-fl/LCFLDORAL/,https://www.coldwellbanker.com/for-sale-homes/Doral-FL-2618c,
dothan utilities,0,74,0,0,0,5400,39,0.00,0,499000,"navigational, transactional",,https://www.homes.com/dothan-al/36303/p3/,,,
double wides for sale,0,37,0,0,0,5400,74,0.54,0.35,2560000,transactional,,https://www.homes.com/broward-county-fl/mobile-homes-for-sale/,,,
doublewides for sale,0,19,29,0,0,5400,74,0.54,0.35,1660000,transactional,,https://www.homes.com/fresno-county-ca/mobile-homes-for-sale/,https://www.century21.com/real-estate/seaford-de/LCDESEAFORD/?pt=8,,
doug martin,0,0,0,0,83,5400,59,0.00,0,71300000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df200804151310852503/doug-martin
dover fl,0,78,76,0,0,5400,49,0.00,0,32100000,"informational, transactional",,https://www.homes.com/dover-fl/,https://www.century21.com/real-estate/dover-fl/LCFLDOVER/,,
downers grove illinois,0,72,0,84,0,5400,59,0.32,0.01,13700000,informational,,https://www.homes.com/downers-grove-il/,,https://www.coldwellbanker.com/for-sale-homes/Downers-Grove-IL-2643c,
downtown pittsburgh pa,0,0,0,77,0,5400,58,1.21,0,18900000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Pittsburgh---Downtown-PA-7006c,
downtown riverside,0,70,0,0,0,5400,50,1.27,0,59100000,"informational, navigational",,https://www.homes.com/riverside-ca/downtown-riverside-neighborhood/,,,
downtown sunnyvale,0,48,0,0,0,5400,48,5.89,0,5730000,navigational,,https://www.homes.com/sunnyvale-ca/downtown-sunnyvale-neighborhood/,,,
dracut ma,0,0,0,72,0,5400,70,0.14,0.01,3810000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Dracut-MA-2649c,
draper ut,0,0,0,0,75,5400,69,0.67,0.01,7660000,"informational, navigational",,,,,https://www.sothebysrealty.com/eng/sales/draper-ut-usa
dubai islands,0,0,0,0,39,5400,69,1.30,0,334000000,informational,,,,,https://www.sothebysrealty.com/eng/sales/detail/180-l-3136-9klrdl/sweden-the-world-islands-dubai-du
dublin georgia,0,0,99,0,0,5400,58,0.58,0.01,85800000,informational,,,https://www.century21.com/real-estate/dublin-ga/LCGADUBLIN/,,
dublin tx,0,0,48,52,0,5400,48,0.37,0.01,75700000,"informational, transactional",,,https://www.century21.com/real-estate/dublin-tx/LCTXDUBLIN/,https://www.coldwellbanker.com/for-sale-homes/Dublin-TX-12808c,
dublin va,0,0,90,0,0,5400,63,0.67,0.01,115000000,"informational, transactional",,,https://www.century21.com/real-estate-office/profile/valley-real-estate-10017348,,
duck creek utah,0,80,66,23,0,5400,54,0.36,0.08,12900000,"informational, transactional",,https://www.homes.com/duck-creek-village-ut/,https://www.century21.com/real-estate/duck-creek-village-ut/LCUTDUCKCREEKVILLAGE/,https://www.coldwellbanker.com/coldwell-banker-advantage-real-estate-corporation-3047c/duck-creek-village-office-103532d,
dundalk md,0,0,63,0,0,5400,57,0.29,0.01,6970000,informational,,,https://www.century21.com/real-estate/dundalk-md/LCMDDUNDALK/,,
dundee mi,0,0,71,45,0,5400,62,0.44,0.01,12700000,"informational, navigational",,,https://www.century21.com/real-estate/dundee-mi/LCMIDUNDEE/,https://www.coldwellbanker.com/for-sale-homes/Dundee-MI-12834c,
dunsmuir ca,0,0,77,32,0,5400,42,0.53,0.01,1870000,"informational, transactional",,,https://www.century21.com/real-estate/dunsmuir-ca/LCCADUNSMUIR/,https://www.coldwellbanker.com/for-sale-homes/Dunsmuir-CA-12849c,
duplexes,0,0,85,0,0,5400,71,0.55,0.02,254000000,"commercial, informational",,,https://www.century21.com/real-estate/kent-county-mi/LNMIKENT/?pt=3,,
duplexes rent,0,14,0,0,0,5400,61,0.48,0.29,83,informational,,https://www.homes.com/homes-for-rent/,,,
durfee high school,0,0,67,0,0,5400,39,0.00,0,1180000,informational,,,https://www.century21.com/schools/fall-river-ma-schools/b-m-c-durfee-high-school/O01827980-LCMAFALLRIVER,,
dutchess county parcel access,0,63,0,0,0,5400,55,0.00,0,97,"navigational, transactional",,https://www.homes.com/dutchess-county-ny/land-for-sale/,,,
eagle mountain utah,0,82,83,17,0,5400,49,0.65,0.02,18300000,"informational, navigational",,https://www.homes.com/eagle-mountain-ut/,https://www.century21.com/real-estate/eagle-mountain-ut/LCUTEAGLEMOUNTAIN/,https://www.coldwellbanker.com/for-sale-homes/Eagle-Mountain-UT-2729c,
eagles ridge resort,0,0,0,57,0,5400,49,0.94,0.18,4540000,navigational,,,,https://www.coldwellbanker.com/for-sale-homes/Eagles-Ridge-Resort-Pigeon-Forge-TN-719266s,
east hampton ct,0,89,0,83,0,5400,65,0.34,0,33500000,"informational, navigational",,https://www.homes.com/east-hampton-ct/,,https://www.coldwellbanker.com/for-sale-homes/East-Hampton-CT-31505c,
east side elementary school in marietta logo,0,61,0,0,0,5400,36,0.00,0,90,informational,,https://www.homes.com/marietta-ga/homes-for-sale/east-side-elementary-school-school-zone/id-130129000535/,,,
eastchester,0,0,0,86,0,5400,72,0.29,0,5720000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Eastchester-NY-2824c,
eastham ma,0,0,0,0,54,5400,54,0.86,0.03,4000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/sales/eastham-ma-usa
eastland county,0,63,0,0,0,5400,52,0.00,0.01,4030000,"informational, navigational",,https://www.homes.com/eastland-county-tx/,,,
eaton ohio,0,0,0,73,0,5400,37,0.41,0.01,14100000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Eaton-OH-2836c,
echo park los angeles,0,0,0,0,65,5400,53,0.70,0.02,15000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/sales/echo-park-los-angeles-ca-usa
eckler,0,0,0,77,0,5400,52,0.31,0.59,1090000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Advantage-11983c/LIZ-ECKLER-7593257a,
eden utah,0,92,90,0,0,5400,50,1.34,0.02,15400000,"informational, transactional",,https://www.homes.com/eden-ut/homes-for-sale/,https://www.century21.com/real-estate/eden-ut/LCUTEDEN/,,
edgerton ks,0,91,61,0,0,5400,29,0.00,0,2090000,informational,,https://www.homes.com/edgerton-ks/,https://www.century21.com/real-estate/edgerton-ks/LCKSEDGERTON/,,
edgewater high school,0,62,0,0,0,5400,50,0.00,0,11500000,navigational,,https://www.homes.com/orlando-fl/homes-for-sale/edgewater-high-school-school-zone/id-120144001364/,,,
edgewater md,0,87,0,42,0,5400,46,0.21,0.01,7620000,informational,,https://www.homes.com/edgewater-md/,,https://www.coldwellbanker.com/for-sale-homes/Edgewater-MD-2866c,
edgewood md,0,0,0,74,0,5400,40,0.38,0.01,7810000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Edgewood-MD-2869c,
eduardo perez,0,0,62,0,0,5400,55,0.31,0,35000000,informational,,,https://www.century21.com/real-estate-agent/profile/eduardo-perez-P25297223,,
edward gibson,0,0,41,0,0,5400,36,0.00,0,25600000,informational,,,https://www.century21.com/real-estate-agent/profile/edward-gibson-P80110798,,
edward king,0,0,0,32,0,5400,70,0.00,0,395000000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Alliance-Realty-7837c/Edward-King-7417773a,
egg harbor wi,0,73,0,51,0,5400,39,0.48,0.05,6740000,informational,,https://www.homes.com/egg-harbor-wi/,,https://www.coldwellbanker.com/for-sale-homes/Egg-Harbor-WI-13002c,
eichler homes,0,65,0,0,51,5400,54,1.26,0.02,1790000,informational,,https://www.homes.com/orange-ca/eichler-homes-neighborhood/,,,https://www.sothebysrealty.com/eng/sales/eichler-homes-thousand-oaks-ca-usa
el dorado ks,0,93,0,0,0,5400,52,0.36,0.01,6030000,"informational, navigational",,https://www.homes.com/el-dorado-ks/,,,
el machito,0,0,0,0,66,5400,28,0.00,0,3320000,informational,,,,,https://www.sothebysrealty.com/eng/offices/el-machito-grullo-mx-mex
electric fireplaces with mantels,0,89,0,0,0,5400,49,0.91,1,90,transactional,,https://www.homes.com/chicago-il/,,,
elijah riley,0,0,0,0,63,5400,31,0.00,0,7160000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df2202081018105035315/elijah-riley
elizabeth colorado,0,0,0,63,0,5400,43,0.31,0.02,212000000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Elizabeth-CO-2926c,
elizabethtown nc,0,75,0,32,0,5400,44,0.35,0.01,4870000,"informational, transactional",,https://www.homes.com/elizabethtown-nc/,,https://www.coldwellbanker.com/for-sale-homes/Elizabethtown-NC-13056c,
elk river mn,0,0,0,76,0,5400,47,0.46,0.01,19500000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Elk-River-MN-2934c,
elkhart lake wi,0,0,0,14,0,5400,55,0.46,0.03,5070000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Elkhart-Lake-WI-13072c,
elkhorn wisconsin,0,0,0,83,0,5400,60,0.36,0.01,3380000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Elkhorn-WI-13073c,
ellenton fl,0,0,0,73,0,5400,57,0.34,0.02,2610000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Ellenton-FL-2943c,
ellenwood georgia,0,30,0,0,49,5400,61,0.31,0,4330000,informational,,https://www.homes.com/ellenwood-ga/,,,https://www.sothebysrealty.com/eng/sales/ellenwood-ga-usa
elmhurst il,0,0,87,60,0,5400,62,0.30,0.01,11000000,"informational, navigational",,,https://www.century21.com/real-estate/elmhurst-il/LCILELMHURST/,https://www.coldwellbanker.com/for-sale-homes/Elmhurst-IL-2963c,
elon nc,0,93,0,54,0,5400,51,0.42,0.01,9130000,"informational, transactional",,https://www.homes.com/elon-nc/,,https://www.coldwellbanker.com/for-sale-homes/Elon-NC-2973c,
emily bear,0,0,0,0,33,5400,54,0.00,0,133000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df200929161310833481/emily-bear
emily johnson,0,0,0,0,88,5400,48,0.42,0.01,157000000,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-df18022302331011711/emily-johnson
emily smith,0,0,0,0,75,5400,46,0.37,0.01,290000000,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-df2009212045180857664/emily-smith-silvestri
ephrata wa,0,0,0,16,0,5400,54,0.52,0.01,1980000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Ephrata-WA-13182c,
eric carter,0,0,0,95,0,5400,42,0.42,0,93900000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-12615c/Eric-Carter-6292813a,
eric garcia,0,0,0,74,0,5400,54,0.75,0.01,130000000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-12607c/Eric-Garcia-488915a,
eric nelson,0,0,0,23,91,5400,64,0.69,0.01,122000000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Elite-1508c/Eric-Nelson-209218a,https://www.sothebysrealty.com/eng/associate/180-a-df19022609131072227/eric-nelson
erwin tn,0,0,93,0,0,5400,44,3.79,0.01,5140000,"informational, transactional",,,https://www.century21.com/real-estate/erwin-tn/LCTNERWIN/,,
estate sales chicago,0,0,0,0,87,5400,59,1.04,0.02,141000000,transactional,,,,,https://www.sothebysrealty.com/eng/sales/chicago-il-usa
estate sales houston,0,79,0,0,0,5400,57,0.48,0.07,86900000,transactional,,https://www.homes.com/houston-tx/,,,
estate sales nj,0,0,0,58,0,5400,58,1.04,0.05,95,transactional,,,,https://www.coldwellbanker.com/,
eufaula ok,0,0,61,0,0,5400,53,0.94,0.02,1790000,informational,,,https://www.century21.com/real-estate/eufaula-ok/LCOKEUFAULA/,,
everman,0,0,68,0,0,5400,63,0.00,0,4050000,informational,,,https://www.century21.com/real-estate/everman-tx/LCTXEVERMAN/,,
extencion cord,0,94,0,0,0,5400,68,0.47,1,134000000,commercial,,https://www.homes.com/blog/2018/04/things-you-should-know-before-buying-an-extension-cord/,,,
fairfax corner movies,0,64,0,0,0,5400,38,0.10,0.12,0,informational,,https://www.homes.com/fairfax-va/apartments-for-rent/,,,
fairfield oh,0,0,0,88,0,5400,65,0.49,0.01,33100000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Fairfield-OH-3094c,
fairplay co,0,76,86,40,0,5400,53,0.54,0.01,20000000,informational,,https://www.homes.com/fairplay-co/,https://www.century21.com/real-estate/fairplay-co/LCCOFAIRPLAY/,https://www.coldwellbanker.com/for-sale-homes/Fairplay-CO-3106c,
fairview tn,0,59,0,0,0,5400,40,0.55,0.01,11700000,"informational, transactional",,https://www.homes.com/fairview-tn/,,,
faiss middle school,0,50,78,0,0,5400,37,0.00,0,140000,navigational,,https://www.homes.com/las-vegas-nv/homes-for-sale/wilbur-and-theresa-faiss-middle-school-school-zone/id-320006000730/,https://www.century21.com/schools/rhodes-ranch-las-vegas-henderson-paradise-nv-schools/wilbur-and-theresa-faiss-middle-school/O10771174-LR89148RHODESRANCH,,
falfurrias,0,92,0,0,0,5400,59,2.74,0,1200000,"informational, navigational",,https://www.homes.com/falfurrias-tx/,,,
falfurrias tx,0,26,0,0,0,5400,41,0.36,0.01,636000,"informational, transactional",,https://www.homes.com/falfurrias-tx/,,,
falla,0,0,0,0,69,5400,43,0.70,0,378000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-4208-4033896/alva-falla
family houses,0,48,66,0,0,5400,74,1.61,0.29,1140000000,informational,,https://www.homes.com/middlesex-county-ma/multi-family-homes-for-sale/,https://www.century21.com/real-estate/rhode-island/LSRI/?pt=3,,
farm houses for sale near me,0,0,0,90,28,5400,60,0.60,0.34,214000000,transactional,,,,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/int/farm-ranch-lstyle
farmington craigslist,0,19,0,0,0,5400,41,0.00,0,40,navigational,,https://www.homes.com/farmington-hills-mi/houses-for-rent/,,,
farmington missouri,0,0,0,93,0,5400,56,0.49,0.01,11200000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Farmington-MO-3149c,
fate tx,0,48,0,0,0,5400,61,0.83,0,22600000,"informational, navigational",,https://www.homes.com/fate-tx/,,,
fenton cary nc,0,60,0,0,0,5400,57,0.57,0.01,1610000,navigational,,https://www.homes.com/property/the-allison-at-fenton-cary-nc/kmkkjfdyzy7fb/,,,
find apartments for rent las vegas,0,21,0,31,0,5400,80,0.00,0,87,informational,,https://www.homes.com/las-vegas-nv/homes-for-rent/,,https://blog.coldwellbanker.com/apartments-for-rent-in-las-vegas/,
first day of autumn,0,81,0,0,0,5400,52,0.00,0,640000000,informational,,https://www.homes.com/blog/2018/09/8-fall-equinox-traditions-you-probably-havent-heard-of/,,,
fish creek wi,0,86,0,36,0,5400,37,0.55,0.04,17300000,informational,,https://www.homes.com/fish-creek-wi/,,https://www.coldwellbanker.com/for-sale-homes/Fish-Creek-WI-22926c,
fl homes for sale,0,5,6,18,11,5400,79,0.58,0.35,80,"informational, transactional",,https://www.homes.com/florida/,https://www.century21.com/real-estate/florida/LSFL/,https://www.coldwellbanker.com/for-sale-homes/Casselberry-FL-1758c,https://www.sothebysrealty.com/eng/sales/fl-usa
fl real estate,0,7,4,0,13,5400,80,0.56,0.32,246000000,informational,,https://www.homes.com/florida/,https://www.century21.com/real-estate/florida/LSFL/,,https://www.sothebysrealty.com/eng/sales/fl-usa
florissant mo,0,0,0,48,0,5400,52,0.47,0.01,7810000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Florissant-MO-3232c,
fond du lac wi,0,92,64,0,0,5400,62,0.75,0.01,10700000,informational,,https://www.homes.com/fond-du-lac-county-wi/,https://www.century21.com/real-estate/fond-du-lac-wi/LCWIFONDDULAC/,,
for rent com,0,34,0,0,0,5400,100,0.39,0.39,60,navigational,,https://www.homes.com/arizona/homes-for-rent/,,,
for.rent,0,11,0,0,0,5400,100,0.43,0.38,70,informational,,https://www.homes.com/homes-for-rent/,,,
ford brothers auction,0,0,0,94,0,5400,29,1.49,0.01,97,navigational,,,,https://www.coldwellbanker.com/,
foreclosed houses near me,0,8,0,0,0,5400,85,0.73,0.54,11800000,transactional,,https://www.homes.com/homes-for-sale/foreclosure/,,,
forest cove apartments,0,0,88,0,0,5400,41,1.36,0.01,15000000,commercial,,,https://www.century21.com/real-estate/forest-cove-orlando-kissimmee-sanford-fl/LR32771FORESTCOVE/?pt=7,,
forest falls,0,84,76,0,0,5400,41,0.91,0,511000000,"informational, transactional",,https://www.homes.com/forest-falls-ca/,https://www.century21.com/real-estate/forest-falls-ca/LCCAFORESTFALLS/,,
forest hills queens,0,0,0,0,22,5400,52,0.37,0,126000000,informational,,,,,https://www.sothebysrealty.com/eng/sales/forest-hills-ny-usa
forest hills restaurants,0,95,0,0,0,5400,44,1.54,0.01,53800000,commercial,,https://www.homes.com/forest-hills-ny/homes-for-rent/,,,
fort lauderdale apartments,0,72,0,0,0,5400,78,1.08,0.35,30200000,commercial,,https://www.homes.com/fort-lauderdale-fl/homes-for-rent/,,,
fort lauderdale apartments for rent,0,32,0,0,0,5400,73,1.07,0.52,78,informational,,https://www.homes.com/fort-lauderdale-fl/homes-for-rent/,,,
fort mccoy wisconsin,0,0,63,0,0,5400,55,4.18,0,2640000,"informational, transactional",,,https://www.century21.com/real-estate/fort-mccoy-wi/LCWIFORTMCCOY/,,
fort shafter,0,0,49,0,0,5400,51,0.00,0,1970000,informational,,,https://www.century21.com/real-estate/fort-shafter-hi/LCHIFORTSHAFTER/,,
fort stewart ga,0,67,55,0,0,5400,69,1.35,0.01,22300000,informational,,https://www.homes.com/fort-stewart-ga/,https://www.century21.com/real-estate/fort-stewart-ga/LCGAFORTSTEWART/,,
fountain hills arizona,0,0,0,48,0,5400,68,0.50,0.05,14000000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Fountain-Hills-AZ-3306c,
fountain inn sc,0,91,0,0,0,5400,56,0.58,0.02,5880000,"informational, navigational",,https://www.homes.com/fountain-inn-sc/,,,
fowlerville,0,0,78,77,0,5400,55,0.59,0,1730000,informational,,,https://www.century21.com/real-estate/fowlerville-mi/LCMIFOWLERVILLE/,https://www.coldwellbanker.com/for-sale-homes/Fowlerville-MI-13565c,
foxboro ma,0,0,0,49,0,5400,54,0.65,0.01,4750000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Foxboro-MA-3319c,
foxchase apartments,0,0,55,0,0,5400,54,1.51,0.09,1770000,navigational,,,https://www.century21.com/real-estate/foxchase-orlando-fl/LR32765FOXCHASE/?pt=7,,
frankfort plant board,0,79,0,0,0,5400,48,0.00,0,96,navigational,,https://www.homes.com/frankfort-ky/40601/condos-for-rent/,,,
franklin county ohio,0,77,0,0,0,5400,87,0.00,0,89500000,"informational, navigational",,https://www.homes.com/franklin-county-oh/,,,
franklin heights high school,0,58,0,0,0,5400,34,0.00,0,33500000,navigational,,https://www.homes.com/columbus-oh/homes-for-sale/franklin-heights-high-school-school-zone/id-390448001660/,,,
franklin tennessee homes for sale,0,8,23,10,11,5400,66,0.59,0.35,9230000,"informational, transactional",,https://www.homes.com/franklin-tn/,https://www.century21.com/real-estate/franklin-tn/LCTNFRANKLIN/,https://www.coldwellbanker.com/for-sale-homes/Franklin-TN-162c,https://www.sothebysrealty.com/eng/sales/franklin-tn-usa
franklin towne charter high school,0,0,40,0,0,5400,50,0.00,0,435000,navigational,,,https://www.century21.com/schools/philadelphia-pa-schools/franklin-towne-charter-high-school/O5700101662-LCPAPHILADELPHIA,,
franklin va,0,0,88,84,0,5400,62,0.47,0.01,199000000,"informational, navigational",,,https://www.century21.com/real-estate/franklin-va/LCVAFRANKLIN/,https://www.coldwellbanker.com/for-sale-homes/Franklin-VA-13593c,
fredericktown,0,0,0,92,0,5400,46,0.00,0,2440000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Fredericktown-MO-3358c,
fredericktown mo,0,99,79,46,0,5400,47,0.39,0.01,1150000,"informational, transactional",,https://www.homes.com/fredericktown-mo/,https://www.century21.com/real-estate/fredericktown-mo/LCMOFREDERICKTOWN/,https://www.coldwellbanker.com/for-sale-homes/Fredericktown-MO-3358c,
fremont mi,0,0,73,35,0,5400,64,0.34,0.01,31100000,"informational, navigational",,,https://www.century21.com/real-estate/fremont-mi/LCMIFREMONT/,https://www.coldwellbanker.com/for-sale-homes/Fremont-MI-62162c,
french chateau for sale,0,0,0,0,83,5400,64,0.07,0.18,22800000,transactional,,,,,https://www.sothebysrealty.com/eng/sales/fra
fresno apartments,0,94,0,0,0,5400,74,0.59,0.24,12700000,commercial,,https://www.homes.com/fresno-ca/apartments-for-rent/,,,
fresno tx,0,48,0,0,0,5400,38,0.27,0.01,70900000,informational,,https://www.homes.com/fresno-tx/,,,
frostburg,0,93,0,0,0,5400,78,0.49,0,2920000,"informational, navigational",,https://www.homes.com/frostburg-md/,,,
frostproof fl,0,65,42,25,0,5400,47,0.37,0.01,1750000,"informational, transactional",,https://www.homes.com/frostproof-fl/,https://www.century21.com/real-estate/frostproof-fl/LCFLFROSTPROOF/,https://www.coldwellbanker.com/for-sale-homes/Frostproof-FL-3399c,
frostproof florida,0,0,0,79,0,5400,50,0.37,0.01,1800000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Frostproof-FL-3399c/propertytype_LAND,
ft stockton,0,0,52,0,0,5400,52,0.87,0,32600000,informational,,,https://www.century21.com/real-estate/fort-stockton-tx/LCTXFORTSTOCKTON/,,
fulton county ga,0,48,0,0,0,5400,88,1.33,0,21600000,"informational, navigational",,https://www.homes.com/fulton-county-ga/,,,
fulton ny,0,0,92,0,0,5400,45,0.37,0.01,70400000,"informational, transactional",,,https://www.century21.com/real-estate/fulton-ny/LCNYFULTON/,,
gabriel mac,0,74,0,0,0,5400,24,0.00,0,51900000,informational,,https://www.homes.com/real-estate-agents/catalina-mac/id-42942112/,,,
gaither high school,0,79,0,0,0,5400,48,0.00,0,2520000,"informational, navigational",,https://www.homes.com/tampa-fl/homes-for-sale/gaither-high-school-school-zone/id-120087002437/,,,
galaxy theater gig harbor,0,63,0,0,0,5400,45,1.31,0,70,navigational,,https://www.homes.com/gig-harbor-wa/homes-for-rent/,,,
galion ohio,0,95,0,0,0,5400,40,0.27,0.01,2410000,informational,,https://www.homes.com/galion-oh/,,,
galley kitchen ideas,0,0,0,61,0,5400,60,1.22,1,14700000,informational,,,,https://blog.coldwellbanker.com/galley-kitchen-designs-how-to-design-a-beautiful-nyc-kitchen/,
game of thrones houses,0,80,0,0,0,5400,48,2.10,0.03,0,informational,,https://www.homes.com/blog/2019/04/game-of-thrones-houses-fire-ice-and-everything-nice/,,,
garage rentals near me,0,99,0,0,0,5400,63,0.98,0.37,77900000,transactional,,https://www.homes.com/homes-for-rent/,,,
garden city utah,0,88,0,94,0,5400,46,0.69,0.04,250000000,informational,,https://www.homes.com/garden-city-ut/,,https://www.coldwellbanker.com/for-sale-homes/Garden-City-UT-56048c/propertytype_LAND,
gardnerville nevada,0,82,0,93,55,5400,58,0.32,0.03,2230000,"informational, transactional",,https://www.homes.com/gardnerville-nv/,,https://www.coldwellbanker.com/for-sale-homes/Gardnerville-NV-13744c,https://www.sothebysrealty.com/eng/sales/gardnerville-nv-usa
garfield heights,0,93,0,0,0,5400,60,0.71,0,11300000,"informational, navigational",,https://www.homes.com/garfield-heights-oh/,,,
garys basement bathroom retreat,0,14,0,0,0,5400,25,0.00,0,39,informational,,https://www.homes.com/gary-in/houses-for-sale/p2/,,,
gaskins,0,0,89,0,0,5400,72,0.00,0,4980000,navigational,,,https://www.century21.com/real-estate-agent/profile/rhonda-gaskins-P25123930,,
gaut,0,0,77,0,0,5400,41,0.49,0.13,4100000,informational,,,https://www.century21.com/real-estate-agent/profile/paula-gaut-P10202150,,
geneva ohio,0,0,87,0,0,5400,60,0.50,0.03,37800000,informational,,,https://www.century21.com/real-estate/geneva-oh/LCOHGENEVA/,,
george coe,0,0,0,33,0,5400,46,0.00,0,40700000,"informational, transactional",,,,"https://www.coldwellbanker.com/Coldwell-Banker-Gay-Dales,-Inc.,-Realtors-7801c/George-Coe-335109a",
georgia connections academy,0,0,68,0,0,5400,65,4.51,0.26,74000000,navigational,,,https://www.century21.com/schools/hillbrooke-atlanta-sandy-springs-alpharetta-ga-schools/georgia-connections-academy/O5700089721-LR30005HILLBROOKE,,
georgia land for sale,0,26,17,0,36,5400,61,0.25,0.37,80,transactional,,https://www.homes.com/fulton-county-ga/land-for-sale/,https://www.century21.com/real-estate/georgia/LSGA/?pt=4,,https://www.sothebysrealty.com/eng/sales/ga-usa/land-type
gibsonton,0,0,0,44,0,5400,50,0.00,0,2760000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Gibsonton-FL-3517c,
gifts for new homeowners,0,0,86,0,0,5400,61,0.54,1,6000000,commercial,,,https://www.century21.com/real-estate-blog/5-gifts-to-leave-for-your-old-homes-new-owners/,,
gilford,0,0,87,89,0,5400,53,0.82,0,11500000,informational,,,https://www.century21.com/real-estate/gilford-nh/LCNHGILFORD/,https://www.coldwellbanker.com/for-sale-homes/Gilford-NH-21389c,
girard auction,0,72,0,0,0,5400,23,0.39,0.08,1730000,navigational,,https://www.homes.com/real-estate-agents/mike-girard/id-53013261/,,,
gladewater tx,0,77,64,38,0,5400,41,0.26,0.01,1320000,informational,,https://www.homes.com/gladewater-tx/,https://www.century21.com/real-estate/gladewater-tx/LCTXGLADEWATER/,https://www.coldwellbanker.com/for-sale-homes/Gladewater-TX-13857c,
glasco ky,0,0,0,95,0,5400,53,0.34,0.01,12200000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Glasgow-KY-13864c,
glasgow kentucky,0,0,0,38,0,5400,57,0.34,0.01,12100000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Glasgow-KY-13864c,
glen arbor michigan,0,68,99,65,0,5400,49,0.83,0.04,7670000,"informational, transactional",,https://www.homes.com/glen-arbor-mi/,https://www.century21.com/real-estate/glen-arbor-mi/LCMIGLENARBOR/,https://www.coldwellbanker.com/for-sale-homes/Glen-Arbor-MI-13869c,
