Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
houses for sale in fair lawn nj,0,10,11,14,18,1300,48,0.16,0.33,81,"informational, transactional",,https://www.homes.com/fair-lawn-nj/,https://www.century21.com/real-estate/fair-lawn-nj/LCNJFAIRLAWN/,https://www.coldwellbanker.com/for-sale-homes/Fair-Lawn-NJ-13281c,https://www.sothebysrealty.com/eng/sales/fair-lawn-nj-usa
houses for sale in fairburn ga,0,6,14,23,16,1300,50,0.37,0.42,97,"informational, transactional",,https://www.homes.com/fairburn-ga/,https://www.century21.com/real-estate/fairburn-ga/LCGAFAIRBURN/,https://www.coldwellbanker.com/for-sale-homes/Fairburn-GA-3086c,https://www.sothebysrealty.com/eng/sales/fairburn-ga-usa
houses for sale in fairfield ct,0,9,12,11,15,1300,58,0.27,0.34,73,"informational, transactional",,https://www.homes.com/fairfield-ct/,https://www.century21.com/real-estate/fairfield-ct/LCCTFAIRFIELD/,https://www.coldwellbanker.com/for-sale-homes/Fairfield-CT-22609c,https://www.sothebysrealty.com/eng/sales/fairfield-ct-usa
houses for sale in fairhaven ma,0,9,15,10,16,1300,57,0.21,0.29,97,"informational, transactional",,https://www.homes.com/fairhaven-ma/,https://www.century21.com/real-estate/fairhaven-ma/LCMAFAIRHAVEN/,https://www.coldwellbanker.com/for-sale-homes/Fairhaven-MA-3099c,https://www.sothebysrealty.com/eng/sales/fairhaven-ma-usa
houses for sale in fall river,0,9,8,24,14,1300,50,0.21,0.35,39500000,"informational, transactional",,https://www.homes.com/fall-river-ma/,https://www.century21.com/real-estate/fall-river-ma/LCMAFALLRIVER/,https://www.coldwellbanker.com/for-sale-homes/Fall-River-Mills-CA-3121c,https://www.sothebysrealty.com/eng/sales/fall-river-ma-usa
houses for sale in falmouth ma,0,12,10,11,8,1300,53,0.16,0.36,4160000,"informational, transactional",,https://www.homes.com/falmouth-ma/,https://www.century21.com/real-estate/falmouth-ma/LCMAFALMOUTH/,https://www.coldwellbanker.com/for-sale-homes/Falmouth-MA-3134c,https://www.sothebysrealty.com/eng/sales/falmouth-ma-usa
houses for sale in faribault mn,0,10,13,14,21,1300,48,0.23,0.4,2300000,"informational, transactional",,https://www.homes.com/faribault-mn/,https://www.century21.com/real-estate/faribault-mn/LCMNFARIBAULT/?pt=1,https://www.coldwellbanker.com/for-sale-homes/Faribault-MN-13343c,https://www.sothebysrealty.com/eng/sales/faribault-mn-usa/waterfront-lstyle
houses for sale in federal way,0,8,10,7,14,1300,50,0.82,0.43,45000000,"informational, transactional",,https://www.homes.com/federal-way-wa/,https://www.century21.com/real-estate/federal-way-wa/LCWAFEDERALWAY/,https://www.coldwellbanker.com/for-sale-homes/Federal-Way-WA-3170c,https://www.sothebysrealty.com/eng/sales/federal-way-wa-usa/3-pg
houses for sale in folsom ca,0,9,10,11,16,1300,56,0.52,0.36,3640000,"informational, transactional",,https://www.homes.com/folsom-ca/,https://www.century21.com/real-estate/folsom-ca/LCCAFOLSOM/,https://www.coldwellbanker.com/for-sale-homes/Folsom-CA-3241c,https://www.sothebysrealty.com/eng/sales/folsom-ca-usa
houses for sale in fort collins co,0,10,9,18,15,1300,68,0.90,0.45,5390000,"informational, transactional",,https://www.homes.com/fort-collins-co/,https://www.century21.com/real-estate/fort-collins-co/LCCOFORTCOLLINS/,https://www.coldwellbanker.com/for-sale-homes/Fort-Collins-CO-3277c,https://www.sothebysrealty.com/eng/sales/fort-collins-co-usa
houses for sale in franklin indiana,0,7,9,22,11,1300,50,0.34,0.3,8520000,"informational, transactional",,https://www.homes.com/franklin-in/,https://www.century21.com/real-estate/franklin-in/LCINFRANKLIN/,https://www.coldwellbanker.com/for-sale-homes/Franklin-IN-13581c,https://www.sothebysrealty.com/eng/sales/franklin-in-usa
houses for sale in fredericksburg tx,0,9,7,11,23,1300,60,0.74,0.43,4480000,"informational, transactional",,https://www.homes.com/fredericksburg-tx/,https://www.century21.com/real-estate/fredericksburg-tx/LCTXFREDERICKSBURG/,https://www.coldwellbanker.com/for-sale-homes/Fredericksburg-TX-3356c,https://www.sothebysrealty.com/eng/sales/fredericksburg-tx-usa/6-pg
houses for sale in freeport il,0,22,7,11,18,1300,46,0.24,0.33,1450000,"informational, transactional",,https://www.homes.com/freeport-il/,https://www.century21.com/real-estate/freeport-il/LCILFREEPORT/,https://www.coldwellbanker.com/for-sale-homes/Freeport-IL-13628c,https://www.sothebysrealty.com/eng/sales/freeport-il-usa
houses for sale in front royal va,0,7,11,14,18,1300,56,0.36,0.41,91,"informational, transactional",,https://www.homes.com/front-royal-va/,https://www.century21.com/real-estate/front-royal-va/LCVAFRONTROYAL/,https://www.coldwellbanker.com/for-sale-homes/Front-Royal-VA-3397c,https://www.sothebysrealty.com/monument/eng/sales/front-royal-va-usa/land-type
houses for sale in fuquay varina nc,0,8,9,11,14,1300,58,0.68,0.38,2030000,"informational, transactional",,https://www.homes.com/fuquay-varina-nc/,https://www.century21.com/real-estate/fuquay-varina-nc/LCNCFUQUAYVARINA/,https://www.coldwellbanker.com/for-sale-homes/Fuquay-Varina-NC-3414c,https://www.sothebysrealty.com/eng/sales/fuquay-varina-nc-usa
houses for sale in gainesville fl,0,7,8,9,16,1300,63,0.51,0.42,6380000,"informational, transactional",,https://www.homes.com/gainesville-fl/,https://www.century21.com/real-estate/gainesville-fl/LCFLGAINESVILLE/,https://www.coldwellbanker.com/for-sale-homes/Gainesville-FL-3419c,https://www.sothebysrealty.com/eng/sales/gainesville-fl-usa
houses for sale in gainesville va,0,7,17,14,13,1300,50,0.38,0.36,4610000,"informational, transactional",,https://www.homes.com/gainesville-va/,https://www.century21.com/real-estate/gainesville-va-20155/LZ20155/,https://www.coldwellbanker.com/for-sale-homes/Gainesville-VA-3421c,https://www.sothebysrealty.com/eng/sales/gainesville-va-usa
houses for sale in galloway nj,0,17,6,19,11,1300,46,0.17,0.3,93,"informational, transactional",,https://www.homes.com/galloway-nj/houses-for-sale/,https://www.century21.com/real-estate/galloway-nj/LCNJGALLOWAY/,https://www.coldwellbanker.com/for-sale-homes/Galloway-NJ-21054c,https://www.sothebysrealty.com/eng/sales/galloway-township-nj-usa
houses for sale in galt ca,0,7,14,8,11,1300,50,0.26,0.37,97,"informational, transactional",,https://www.homes.com/galt-ca/,https://www.century21.com/real-estate/galt-ca/LCCAGALT/,https://www.coldwellbanker.com/for-sale-homes/Galt-CA-3431c,https://www.sothebysrealty.com/eng/sales/galt-ca-usa/2-pg
houses for sale in galveston,0,8,9,21,14,1300,66,0.30,0.44,81,"informational, transactional",,https://www.homes.com/galveston-tx/,https://www.century21.com/real-estate/galveston-tx/LCTXGALVESTON/,https://www.coldwellbanker.com/for-sale-homes/Galveston-TX-3432c,https://www.sothebysrealty.com/eng/sales/galveston-county-tx-area
houses for sale in garner nc,0,8,9,12,13,1300,52,0.73,0.44,3400000,"informational, transactional",,https://www.homes.com/garner-nc/,https://www.century21.com/real-estate/garner-nc/LCNCGARNER/,https://www.coldwellbanker.com/for-sale-homes/Garner-NC-3458c,https://www.sothebysrealty.com/eng/sales/garner-nc-usa
houses for sale in georgetown,0,17,13,18,10,1300,66,0.57,0.37,13100000,"informational, transactional",,https://www.homes.com/georgetown-in/,https://www.century21.com/real-estate/georgetown-tx/LCTXGEORGETOWN/,https://www.coldwellbanker.com/for-sale-homes/Georgetown-DE-13796c,https://www.sothebysrealty.com/eng/sales/georgetown-washington-dc-usa
houses for sale in germantown md,0,10,25,12,17,1300,54,0.27,0.32,94,"informational, transactional",,https://www.homes.com/germantown-md/,https://www.century21.com/real-estate/germantown-md/LCMDGERMANTOWN/,https://www.coldwellbanker.com/for-sale-homes/Germantown-MD-3505c,https://www.sothebysrealty.com/eng/sales/germantown-md-usa
houses for sale in gettysburg pa,0,8,15,11,13,1300,58,0.55,0.4,3130000,"informational, transactional",,https://www.homes.com/gettysburg-pa/,https://www.century21.com/real-estate/gettysburg-pa/LCPAGETTYSBURG/?pt=1,https://www.coldwellbanker.com/for-sale-homes/Gettysburg-PA-3508c,https://www.sothebysrealty.com/eng/sales/gettysburg-pa-usa
houses for sale in glen allen va,0,8,9,18,37,1300,58,0.41,0.38,4100000,"informational, transactional",,https://www.homes.com/glen-allen-va/,https://www.century21.com/real-estate/glen-allen-va/LCVAGLENALLEN/,https://www.coldwellbanker.com/for-sale-homes/Glen-Allen-VA-3544c,https://www.sothebysrealty.com/eng/sales/glen-allen-va-usa/new-listings
houses for sale in gloucester ma,0,13,15,10,11,1300,51,0.14,0.31,4460000,"informational, transactional",,https://www.homes.com/gloucester-ma/,https://www.century21.com/real-estate/gloucester-ma/LCMAGLOUCESTER/,https://www.coldwellbanker.com/for-sale-homes/Gloucester-MA-3602c,https://www.sothebysrealty.com/eng/sales/gloucester-ma-usa
houses for sale in goshen indiana,0,8,6,9,15,1300,44,0.18,0.32,2230000,"informational, transactional",,https://www.homes.com/goshen-in/,https://www.century21.com/real-estate/goshen-in/LCINGOSHEN/,https://www.coldwellbanker.com/for-sale-homes/Goshen-IN-13956c,https://www.sothebysrealty.com/eng/sales/goshen-in-usa
houses for sale in graham nc,0,7,8,10,14,1300,46,0.24,0.38,4220000,"informational, transactional",,https://www.homes.com/graham-nc/,https://www.century21.com/real-estate/graham-nc-27253/LZ27253/,https://www.coldwellbanker.com/for-sale-homes/Graham-NC-3645c,https://www.sothebysrealty.com/eng/sales/graham-nc-usa
houses for sale in grand rapids,0,7,6,18,13,1300,70,0.47,0.41,11400000,"informational, transactional",,https://www.homes.com/grand-rapids-mi/,https://www.century21.com/real-estate/grand-rapids-mi/LCMIGRANDRAPIDS/,https://www.coldwellbanker.com/for-sale-homes/Grand-Rapids-MI-14003c,https://www.sothebysrealty.com/eng/sales/grand-rapids-mi-usa
houses for sale in green bay wi,0,10,8,11,38,1300,51,0.32,0.31,22000000,"informational, transactional",,https://www.homes.com/green-bay-wi/,https://www.century21.com/real-estate/greenbay-wi/LCWIGREENBAY/,https://www.coldwellbanker.com/for-sale-homes/Green-Bay-WI-14065c,https://www.sothebysrealty.com/eng/sales/green-bay-wi-usa
houses for sale in greenfield indiana,0,8,7,17,15,1300,50,0.52,0.38,3590000,"informational, transactional",,https://www.homes.com/greenfield-in/,https://www.century21.com/real-estate/greenfield-in/LCINGREENFIELD/,https://www.coldwellbanker.com/for-sale-homes/Greenfield-IN-14087c,https://www.sothebysrealty.com/eng/sales/greenfield-in-usa
houses for sale in greensboro north carolina,0,7,9,10,31,1300,63,0.31,0.37,4280000,"informational, transactional",,https://www.homes.com/greensboro-nc/,https://www.century21.com/real-estate/greensboro-nc/LCNCGREENSBORO/,https://www.coldwellbanker.com/for-sale-homes/Greensboro-NC-14098c,https://www.sothebysrealty.com/eng/sales/greensboro-nc-usa
houses for sale in greenville tx,0,8,6,11,15,1300,54,0.30,0.46,9070000,"informational, transactional",,https://www.homes.com/greenville-tx/,https://www.century21.com/real-estate/greenville-tx/LCTXGREENVILLE/,https://www.coldwellbanker.com/for-sale-homes/Greenville-TX-14124c,https://www.sothebysrealty.com/eng/sales/greenville-tx-usa
houses for sale in hammond la,0,8,7,12,18,1300,55,0.28,0.39,4430000,"informational, transactional",,https://www.homes.com/hammond-la/,https://www.century21.com/real-estate/hammond-la/LCLAHAMMOND/,https://www.coldwellbanker.com/for-sale-homes/Hammond-LA-14277c,https://www.sothebysrealty.com/eng/sales/hammond-la-usa/5-pg
houses for sale in hampton ga,0,8,9,12,13,1300,49,0.43,0.46,10200000,"informational, transactional",,https://www.homes.com/hampton-ga/,https://www.century21.com/real-estate/hampton-ga/LCGAHAMPTON/,https://www.coldwellbanker.com/for-sale-homes/Hampton-GA-3844c,https://www.sothebysrealty.com/eng/sales/hampton-ga-usa/2-pg
houses for sale in havertown pa,0,22,17,14,16,1300,46,0.20,0.33,3040000,"informational, transactional",,https://www.homes.com/havertown-pa/,https://www.century21.com/real-estate/havertown-pa/LCPAHAVERTOWN/,https://www.coldwellbanker.com/for-sale-homes/Havertown-PA-3951c,https://www.sothebysrealty.com/eng/sales/havertown-pa-usa
houses for sale in hernando ms,0,6,8,9,31,1300,45,0.32,0.34,99,"informational, transactional",,https://www.homes.com/hernando-ms/,https://www.century21.com/real-estate/hernando-ms/LCMSHERNANDO/,https://www.coldwellbanker.com/for-sale-homes/Hernando-MS-4023c,https://www.sothebysrealty.com/eng/sales/hernando-ms-usa/broker-listings-dstype
houses for sale in hillsboro oregon,0,7,8,9,13,1300,50,0.44,0.38,4100000,"informational, transactional",,https://www.homes.com/hillsboro-or/,https://www.century21.com/real-estate/hillsboro-or/LCORHILLSBORO/,https://www.coldwellbanker.com/for-sale-homes/Hillsboro-OR-4089c,https://www.sothebysrealty.com/eng/sales/hillsboro-or-usa
houses for sale in hillsborough nj,0,9,11,13,14,1300,54,0.22,0.33,88,"informational, transactional",,https://www.homes.com/hillsborough-nj/,https://www.century21.com/real-estate/hillsborough-nj/LCNJHILLSBOROUGH/,https://www.coldwellbanker.com/for-sale-homes/Hillsborough-NJ-21521c,https://www.sothebysrealty.com/eng/sales/hillsborough-nj-usa
houses for sale in hinesville ga,0,7,6,10,41,1300,58,0.98,0.5,0,"informational, transactional",,https://www.homes.com/hinesville-ga/,https://www.century21.com/real-estate/hinesville-ga/LCGAHINESVILLE/,https://www.coldwellbanker.com/for-sale-homes/Hinesville-GA-14614c,https://www.sothebysrealty.com/eng/sales/hinesville-ga-usa/broker-listings-dstype
houses for sale in homestead fl,0,7,9,20,22,1300,54,0.37,0.39,89,"informational, transactional",,https://www.homes.com/homestead-fl/,https://www.century21.com/real-estate/homestead-fl/LCFLHOMESTEAD/,https://www.coldwellbanker.com/for-sale-homes/Homestead-FL-4161c,https://www.sothebysrealty.com/eng/sales/homestead-fl-usa
houses for sale in hopkinton ma,0,9,16,15,11,1300,47,0.46,0.23,87,"informational, transactional",,https://www.homes.com/hopkinton-ma/,https://www.century21.com/real-estate/hopkinton-ma/LCMAHOPKINTON/,https://www.coldwellbanker.com/for-sale-homes/Hopkinton-MA-4190c,https://www.sothebysrealty.com/eng/sales/hopkinton-ma-usa
houses for sale in houma la,0,6,4,8,38,1300,49,0.15,0.3,1480000,"informational, transactional",,https://www.homes.com/houma-la/,https://www.century21.com/real-estate/houma-la/LCLAHOUMA/,https://www.coldwellbanker.com/for-sale-homes/Houma-LA-14757c,https://www.sothebysrealty.com/eng/sales/houma-la-usa
houses for sale in howell mi,0,8,7,14,17,1300,49,0.30,0.37,4560000,"informational, transactional",,https://www.homes.com/howell-mi/,https://www.century21.com/real-estate/howell-mi/LCMIHOWELL/,https://www.coldwellbanker.com/for-sale-homes/Howell-MI-14774c,https://www.sothebysrealty.com/eng/sales/howell-mi-usa
houses for sale in hudson nh,0,8,9,10,18,1300,51,0.19,0.27,4580000,"informational, transactional",,https://www.homes.com/hudson-nh/,https://www.century21.com/real-estate/hudson-nh/LCNHHUDSON/,https://www.coldwellbanker.com/for-sale-homes/Hudson-NH-14785c,https://www.sothebysrealty.com/eng/sales/hudson-nh-usa
houses for sale in humble tx,0,9,10,13,22,1300,58,0.57,0.44,91,"informational, transactional",,https://www.homes.com/humble-tx/,https://www.century21.com/real-estate/humble-tx/LCTXHUMBLE/,https://www.coldwellbanker.com/for-sale-homes/Humble-TX-4239c,https://www.sothebysrealty.com/eng/sales/humble-tx-usa/waterfront-lstyle
houses for sale in huntsville alabama,0,8,10,9,13,1300,65,0.58,0.39,3420000,"informational, transactional",,https://www.homes.com/huntsville-al/,https://www.century21.com/real-estate/huntsville-al/LCALHUNTSVILLE/,https://www.coldwellbanker.com/for-sale-homes/Huntsville-AL-14829c,https://www.sothebysrealty.com/eng/sales/huntsville-al-usa
houses for sale in huntsville tx,0,8,9,18,13,1300,50,0.41,0.45,93,"informational, transactional",,https://www.homes.com/huntsville-tx/,https://www.century21.com/real-estate/huntsville-tx/LCTXHUNTSVILLE/,https://www.coldwellbanker.com/for-sale-homes/Huntsville-TX-14832c,https://www.sothebysrealty.com/eng/sales/huntsville-tx-usa
houses for sale in inman sc,0,8,7,9,13,1300,51,0.36,0.34,1580000,"informational, transactional",,https://www.homes.com/inman-sc/,https://www.century21.com/real-estate/inman-sc/LCSCINMAN/,https://www.coldwellbanker.com/for-sale-homes/Inman-SC-14909c,https://www.sothebysrealty.com/eng/sales/inman-sc-usa/2-pg
houses for sale in jackson mo,0,7,8,5,23,1300,51,0.24,0.32,91,transactional,,https://www.homes.com/jackson-mo/,https://www.century21.com/real-estate/jackson-mo/LCMOJACKSON/,https://www.coldwellbanker.com/for-sale-homes/Jackson-MO-4390c,https://www.sothebysrealty.com/eng/sales/jackson-mo-usa
houses for sale in joliet,0,11,8,9,15,1300,50,0.27,0.4,99,"informational, transactional",,https://www.homes.com/joliet-il/,https://www.century21.com/real-estate/joliet-il/LCILJOLIET/,https://www.coldwellbanker.com/for-sale-homes/Joliet-IL-4515c,https://www.sothebysrealty.com/eng/sales/joliet-il-usa
houses for sale in joliet il,0,11,8,9,14,1300,56,0.21,0.38,86,"informational, transactional",,https://www.homes.com/joliet-il/,https://www.century21.com/real-estate/joliet-il/LCILJOLIET/,https://www.coldwellbanker.com/for-sale-homes/Joliet-IL-4515c,https://www.sothebysrealty.com/eng/sales/joliet-il-usa
houses for sale in jonesboro ga,0,7,8,23,14,1300,54,0.34,0.46,97,"informational, transactional",,https://www.homes.com/jonesboro-ga/,https://www.century21.com/real-estate/jonesboro-ga/LCGAJONESBORO/,https://www.coldwellbanker.com/for-sale-homes/Jonesboro-GA-4517c,https://www.sothebysrealty.com/eng/sales/jonesboro-ga-usa
houses for sale in lakeville mn,0,9,11,10,15,1300,50,0.54,0.38,3480000,"informational, transactional",,https://www.homes.com/lakeville-mn/,https://www.century21.com/real-estate/lakeville-mn/LCMNLAKEVILLE/,https://www.coldwellbanker.com/for-sale-homes/Lakeville-MN-4836c,https://www.sothebysrealty.com/eng/sales/lakeville-mn-usa
houses for sale in lansing il,0,9,10,11,31,1300,47,0.19,0.34,91,"informational, transactional",,https://www.homes.com/lansing-il/,https://www.century21.com/real-estate/lansing-il/LCILLANSING/,https://www.coldwellbanker.com/for-sale-homes/Lansing-IL-4877c,https://www.sothebysrealty.com/eng/sales/lansing-il-usa
houses for sale in las vegas nv,0,6,9,10,14,1300,71,0.86,0.46,12700000,"informational, transactional",,https://www.homes.com/las-vegas-nv/,https://www.century21.com/real-estate/las-vegas-nv/LCNVLASVEGAS/,https://www.coldwellbanker.com/for-sale-homes/Las-Vegas-NV-221c,https://www.sothebysrealty.com/eng/sales/las-vegas-nv-usa
houses for sale in lawrenceburg ky,0,5,7,10,18,1300,46,0.19,0.3,95,"informational, transactional",,https://www.homes.com/lawrenceburg-ky/,https://www.century21.com/real-estate/lawrenceburg-ky/LCKYLAWRENCEBURG/,https://www.coldwellbanker.com/for-sale-homes/Lawrenceburg-KY-15582c,https://www.sothebysrealty.com/eng/sales/lawrenceburg-ky-usa
houses for sale in lebanon ohio,0,9,11,17,18,1300,51,0.59,0.4,96,"informational, transactional",,https://www.homes.com/lebanon-oh/,https://www.century21.com/real-estate/lebanon-oh-45036/LZ45036/,https://www.coldwellbanker.com/for-sale-homes/Lebanon-OH-4960c,https://www.sothebysrealty.com/eng/sales/lebanon-oh-usa
houses for sale in lees summit,0,9,7,11,15,1300,53,0.75,0.37,2010000,"informational, transactional",,https://www.homes.com/lees-summit-mo/,https://www.century21.com/real-estate/lees-summit-mo/LCMOLEESSUMMIT/,https://www.coldwellbanker.com/for-sale-homes/Lee's-Summit-MO-4968c,https://www.sothebysrealty.com/eng/sales/lees-summit-mo-usa
houses for sale in leesburg va,0,13,9,16,14,1300,53,0.64,0.39,99,"informational, transactional",,https://www.homes.com/leesburg-va/,https://www.century21.com/real-estate/leesburg-va/LCVALEESBURG/,https://www.coldwellbanker.com/for-sale-homes/Leesburg-VA-4972c,https://www.sothebysrealty.com/monument/eng/sales/leesburg-va-usa
houses for sale in lemoore ca,0,8,7,9,34,1300,50,0.41,0.39,97,"informational, transactional",,https://www.homes.com/lemoore-ca/,https://www.century21.com/real-estate/lemoore-ca/LCCALEMOORE/,https://www.coldwellbanker.com/for-sale-homes/Lemoore-CA-15642c,https://www.sothebysrealty.com/eng/sitemap/sales/lemoore-ca-usa
houses for sale in lenoir city tn,0,9,6,10,13,1300,48,0.35,0.34,84,"informational, transactional",,https://www.homes.com/lenoir-city-tn/,https://www.century21.com/real-estate/lenoir-city-tn/LCTNLENOIRCITY/,https://www.coldwellbanker.com/for-sale-homes/Lenoir-City-TN-15646c,https://www.sothebysrealty.com/eng/sales/lenoir-city-tn-usa
houses for sale in liberty mo,0,9,7,21,17,1300,49,0.46,0.38,11800000,"informational, transactional",,https://www.homes.com/liberty-mo/,https://www.century21.com/real-estate/liberty-mo/LCMOLIBERTY/,https://www.coldwellbanker.com/for-sale-homes/Liberty-MO-5023c,https://www.sothebysrealty.com/eng/sales/liberty-mo-usa
houses for sale in liberty township ohio,0,11,10,9,13,1300,42,0.51,0.26,74,"informational, transactional",,https://www.homes.com/liberty-township-oh/,https://www.century21.com/real-estate/liberty-township-oh/LCOHLIBERTYTOWNSHIP/,https://www.coldwellbanker.com/for-sale-homes/Liberty-Township-OH-5030c,https://www.sothebysrealty.com/eng/sales/liberty-township-oh-usa
houses for sale in lincoln ca,0,10,9,8,13,1300,56,0.88,0.37,17800000,"informational, transactional",,https://www.homes.com/lincoln-ca/,https://www.century21.com/real-estate/lincoln-ca/LCCALINCOLN/,https://www.coldwellbanker.com/for-sale-homes/Lincoln-CA-5050c,https://www.sothebysrealty.com/eng/sales/lincoln-ca-usa/6-pg
houses for sale in lincoln ri,0,9,8,11,19,1300,49,0.18,0.33,93,"informational, transactional",,https://www.homes.com/lincoln-ri/,https://www.century21.com/real-estate/lincoln-ri/LCRILINCOLN/,https://www.coldwellbanker.com/for-sale-homes/Lincoln-RI-21200c,https://www.sothebysrealty.com/eng/sales/lincoln-ri-usa
houses for sale in lithonia ga,0,6,9,25,19,1300,56,0.44,0.43,83,"informational, transactional",,https://www.homes.com/lithonia-ga/,https://www.century21.com/real-estate/lithonia-ga/LCGALITHONIA/,https://www.coldwellbanker.com/for-sale-homes/Lithonia-GA-5105c,https://www.sothebysrealty.com/eng/sales/lithonia-ga-usa
houses for sale in lockport il,0,13,8,10,12,1300,47,0.19,0.27,88,"informational, transactional",,https://www.homes.com/lockport-il/60441/,https://www.century21.com/real-estate/lockport-il-60441/LZ60441/,https://www.coldwellbanker.com/for-sale-homes/Lockport-IL-5146c,https://www.sothebysrealty.com/eng/sales/lockport-il-usa
houses for sale in logan utah,0,9,10,12,13,1300,64,0.52,0.4,98,"informational, transactional",,https://www.homes.com/logan-ut/,https://www.century21.com/real-estate/logan-ut/LCUTLOGAN/,https://www.coldwellbanker.com/for-sale-homes/Logan-UT-5157c,https://www.sothebysrealty.com/eng/sales/logan-ut-usa
houses for sale in lorain county,0,6,7,42,30,1300,49,0.31,0.24,1860000,"informational, transactional",,https://www.homes.com/lorain-county-oh/,https://www.century21.com/real-estate/lorain-county-oh/LNOHLORAIN/,https://www.coldwellbanker.com/for-sale-homes/Lorain-OH-5193c,https://www.sothebysrealty.com/eng/sales/lorain-oh-usa
houses for sale in loves park il,0,6,8,11,34,1300,38,0.24,0.26,3830000,"informational, transactional",,https://www.homes.com/loves-park-il/,https://www.century21.com/real-estate/loves-park-il/LCILLOVESPARK/,https://www.coldwellbanker.com/for-sale-homes/Loves-Park-IL-15899c,https://www.sothebysrealty.com/eng/sales/loves-park-il-usa
houses for sale in ludlow ma,0,9,11,5,24,1300,51,0.17,0.24,4000000,"informational, transactional",,https://www.homes.com/ludlow-ma/,https://www.century21.com/real-estate/ludlow-ma/LCMALUDLOW/,https://www.coldwellbanker.com/for-sale-homes/Ludlow-MA-23397c,https://www.sothebysrealty.com/eng/sales/ludlow-ma-usa
houses for sale in lufkin tx,0,8,4,31,14,1300,49,0.41,0.39,2130000,transactional,,https://www.homes.com/lufkin-tx/,https://www.century21.com/real-estate/lufkin-tx/LCTXLUFKIN/,https://www.coldwellbanker.com/for-sale-homes/Lufkin-TX-15933c,https://www.sothebysrealty.com/eng/sales/lufkin-tx-usa
houses for sale in macomb mi,0,10,5,17,22,1300,45,0.31,0.33,4690000,"informational, transactional",,https://www.homes.com/macomb-mi/,https://www.century21.com/real-estate/macomb-mi/LCMIMACOMB/,https://www.coldwellbanker.com/for-sale-homes/Macomb-MI-22292c,https://www.sothebysrealty.com/eng/sales/macomb-county-mi-area
houses for sale in maumelle ar,0,7,8,9,23,1300,49,0.22,0.33,92,"informational, transactional",,https://www.homes.com/maumelle-ar/,https://www.century21.com/real-estate/maumelle-ar-72113/LZ72113/,https://www.coldwellbanker.com/for-sale-homes/Maumelle-AR-16273c,https://www.sothebysrealty.com/eng/sales/maumelle-ar-usa
houses for sale in mcallen texas,0,7,9,10,21,1300,56,0.31,0.4,3100000,"informational, transactional",,https://www.homes.com/mcallen-tx/,https://www.century21.com/real-estate/mcallen-tx/LCTXMCALLEN/,https://www.coldwellbanker.com/for-sale-homes/McAllen-TX-16312c,https://www.sothebysrealty.com/eng/sales/mcallen-tx-usa
houses for sale in melrose ma,0,13,11,12,15,1300,50,0.16,0.24,87,"informational, transactional",,https://www.homes.com/melrose-ma/,https://www.century21.com/real-estate/melrose-ma/LCMAMELROSE/,https://www.coldwellbanker.com/for-sale-homes/Melrose-MA-5599c,https://www.sothebysrealty.com/eng/sales/melrose-ma-usa
houses for sale in merrick ny,0,24,9,12,14,1300,39,0.15,0.29,3580000,"informational, transactional",,https://www.homes.com/merrick-ny/,https://www.century21.com/real-estate/merrick-ny/LCNYMERRICK/,https://www.coldwellbanker.com/for-sale-homes/Merrick-NY-5629c,https://www.sothebysrealty.com/eng/sales/merrick-ny-usa
houses for sale in merrimack nh,0,9,10,8,21,1300,50,0.17,0.28,99,"informational, transactional",,https://www.homes.com/merrimack-nh/,https://www.century21.com/real-estate/merrimack-nh/LCNHMERRIMACK/,https://www.coldwellbanker.com/for-sale-homes/Merrimack-NH-21067c,https://www.sothebysrealty.com/eng/sales/merrimack-nh-usa
houses for sale in middleboro ma,0,10,12,7,19,1300,44,0.17,0.27,91,"informational, transactional",,https://www.homes.com/middleboro-ma/,https://www.century21.com/real-estate/middleboro-ma/LCMAMIDDLEBORO/,https://www.coldwellbanker.com/for-sale-homes/Middleboro-MA-5661c,https://www.sothebysrealty.com/eng/sales/middleboro-ma-usa
houses for sale in middletown ohio,0,14,16,10,28,1300,50,0.27,0.39,4550000,"informational, transactional",,https://www.homes.com/middletown-oh/,https://www.century21.com/real-estate/middletown-oh/LCOHMIDDLETOWN/,https://www.coldwellbanker.com/for-sale-homes/Middletown-OH-5683c,https://www.sothebysrealty.com/eng/sales/middletown-oh-usa
houses for sale in midland tx,0,5,6,22,24,1300,51,0.47,0.37,7920000,"informational, transactional",,https://www.homes.com/midland-tx/,https://www.century21.com/real-estate/midland-tx/LCTXMIDLAND/,https://www.coldwellbanker.com/for-sale-homes/Midland-TX-16497c,https://www.sothebysrealty.com/eng/sales/midland-tx-usa
houses for sale in milton ma,0,14,16,7,11,1300,50,0.15,0.26,99,"informational, transactional",,https://www.homes.com/milton-ma/,https://www.century21.com/real-estate/milton-ma/LCMAMILTON/?pt=1,https://www.coldwellbanker.com/for-sale-homes/Milton-MA-5746c,https://www.sothebysrealty.com/eng/sales/milton-ma-usa
